ID	Fc1_3h	Fc2_3h	Fc3_3h	Fc1_24h	Fc2_24h	Fc3_24h	Fh1_3h	Fh2_3h	Fh3_3h	Fh1_24h	Fh2_24h	Fh3_24h	Mc1_3h	Mc2_3h	Mc3_3h	Mc1_24h	Mc2_24h	Mc3_24h	Mh1_3h	Mh2_3h	Mh3_3h	Mh1_24h	Mh2_24h	Mh3_24h
OG0002668	11.35371475	10.99580248	11.39428047	11.04399104	11.16655227	11.2445779	10.90757421	10.91318488	10.91318488	11.17232124	11.22153275	11.17620432	10.46605096	10.46776958	10.72690528	10.41086152	10.45998072	10.43844257	9.710263858	9.63798602	9.64097297	10.02196547	9.992842059	9.822826845
OG0000868	11.30967529	11.44395365	11.3563089	10.20889275	10.82292131	11.67815556	8.797564262	8.950643375	8.950643375	8.08337295	9.818118779	10.11820137	12.17693825	12.14936957	12.05591348	10.68393852	11.05730811	10.45272103	10.89502385	10.80482235	10.52155137	8.699341673	8.536885552	8.454629955
OG0000059	11.28081716	11.56215655	11.17106418	10.98448255	10.84675186	10.7382274	8.380547646	8.460373981	8.460373981	8.458406613	8.851967615	9.094183277	7.828625235	7.974442124	7.63905196	6.936599074	6.9727788	6.89501415	8.434672842	8.67969895	8.641927461	7.198103174	7.308025881	7.443096049
OG0002606	11.23676166	11.02998425	11.88112543	11.45390849	11.42493258	11.66319783	10.62245455	10.60059592	10.60059592	10.93820491	10.92311946	10.93735911	9.040437956	9.044235633	9.307538499	9.325744831	9.181208671	9.042895179	8.685357824	8.415628123	8.51464818	9.173313606	8.872350757	8.644298669
OG0000018	11.21948317	11.37863625	11.42245378	10.95877019	10.93702064	11.10698816	10.18225778	10.19281678	10.19281678	10.64813285	10.86265285	11.04469465	9.345831671	9.439061034	8.84422871	8.090965078	8.719059171	9.166426234	8.948737203	9.029543438	9.139786155	7.457600858	7.940553219	8.517528064
OG0002597	11.1982056	10.61349482	11.33191343	10.85683789	10.9393074	10.71127979	9.438188871	9.40196745	9.40196745	10.04626458	9.640009892	9.568716189	9.359203121	9.30113742	9.414845879	9.48749881	9.53740887	9.380836355	8.718343815	8.599234095	8.790361205	9.235413781	8.825955081	8.717279884
OG0000277	11.1508262	11.04748522	10.86059817	11.34354107	11.18372842	11.08616941	10.54538926	10.44671114	10.44671114	10.8436463	10.86279231	11.1527475	8.182232445	8.128682628	8.145791562	8.636022768	8.613817821	8.582808498	7.820053838	8.062476318	7.86538624	9.002303091	8.860992895	8.817592562
OG0001708	11.098269	10.75459526	10.84268033	10.60687709	10.68615032	10.77257851	10.15537483	10.19548294	10.19548294	10.47376662	10.60280092	10.46113152	7.496995943	7.734461022	7.57967421	7.357544087	7.842780259	7.995409895	7.522697648	7.407654414	7.343938075	7.202935815	7.267298887	7.471954786
OG0004004	11.07553263	11.27987751	10.82261863	11.02830669	11.07599383	10.93122505	7.060371694	7.315511889	7.315511889	7.034853974	7.423326047	8.537334899	3.921942785	4.023221636	4.124707785	4.093948009	3.97457887	3.956879089	3.751612611	3.232650627	3.420200627	4.289344633	4.116869578	3.956759237
OG0000413	11.07519834	11.04431898	10.9170662	11.48128481	11.11752623	11.2441081	11.43727352	11.24888227	11.24888227	10.93615205	10.83367284	11.05596023	7.376646359	7.315091582	7.391409441	6.840698628	7.258493485	7.108792062	7.423949553	7.121084839	7.16546379	8.600525114	8.586443508	8.530347028
OG0000023	11.06281519	11.0310257	11.06002711	10.28674256	10.25507579	10.19197218	10.43306377	10.40908857	10.40908857	10.35851934	10.24625368	9.917625685	9.539466708	9.357458314	9.715807934	9.59696998	9.458633817	9.443355517	8.791827092	8.808310069	8.872300885	10.08270126	10.20855018	10.05122254
OG0000002	11.06228904	11.07013436	11.0738537	11.02570711	10.91306891	10.87837284	11.14587484	11.16742128	11.16742128	11.19968461	11.20002807	11.20077909	9.111085579	9.31007559	8.96962309	8.841820001	9.184754865	9.371710878	9.185158648	9.19112783	9.149720196	8.171086204	8.547461783	8.898597155
OG0002515	11.05975679	10.67466014	10.97078896	10.85440091	10.89762616	10.81615968	9.900247946	9.867464085	9.867464085	10.20636728	10.01443899	9.952158811	11.35088008	11.4132159	11.75524855	11.51271874	11.53091982	11.39831403	10.73851622	10.5464421	10.63059568	10.83050253	10.51589691	10.37106873
OG0000335	11.01861053	10.91249269	10.82009917	11.1231773	11.19129368	10.93908697	11.77813053	11.76835803	11.76835803	11.46338643	11.64411765	11.76205808	3.890515761	3.662206639	3.778053994	1.544163872	2.215140863	2.955928552	2.353866952	1.696726107	1.852855807	1.089405946	1.835852948	2.605855792
OG0008668	11.01317609	11.44587876	11.39863148	9.48948674	10.12051006	10.15571635	10.06604882	10.01374139	10.01374139	10.56922904	10.28580676	10.40675774	5.853480984	5.663241566	5.36951534	7.862409236	6.608560889	6.443014634	10.57233738	10.79585297	10.91571135	10.2069362	9.526816695	9.306164019
OG0000080	11.00533682	11.1058496	10.8985107	11.14031215	11.26160721	11.17301497	12.28731125	12.28516955	12.28516955	12.0658301	12.31504198	12.36405803	9.092702444	9.420496508	9.416289382	8.427895672	8.429416785	7.974442698	8.917018151	8.940832727	8.886794295	7.913408852	7.566400396	7.562838462
OG0000188	11.00197812	10.89892632	10.85658893	10.4396543	10.47196982	10.37948667	10.27916946	10.3031186	10.3031186	10.52895218	10.42450225	10.44236298	10.10443495	10.29123863	10.09735533	9.514639107	9.923889448	10.20068286	9.767348577	9.737868405	9.647583982	8.657881839	9.060528688	9.370519373
OG0000001	10.97389105	10.9749236	10.85309898	10.8419574	10.90523656	11.08797326	10.49230387	10.47159901	10.47159901	10.22739934	10.29344866	10.28410691	10.17089148	10.17041834	10.15629801	10.00273627	10.10536249	10.14349291	11.1585024	11.23502454	11.13941641	10.70998242	10.64477832	10.69155772
OG0003326	10.97130644	11.12646572	10.96693798	10.79230227	10.811182	10.26868234	13.27613313	13.10223819	13.10223819	13.4420856	13.32210138	13.03696001	9.784911744	9.181132375	9.482897883	9.199883826	8.298839741	8.219907107	10.11566535	10.0626776	10.07431677	11.06899789	10.64984086	10.38281961
OG0000351	10.95515585	10.56740474	10.73799934	10.97628487	10.98678066	11.08393799	11.30828214	11.36856103	11.36856103	10.91534163	11.07197177	10.98102492	9.655446824	9.786713805	9.708205345	9.033802347	9.426466676	9.446108354	9.049956339	9.005753376	8.892214321	8.887158763	9.027702291	9.185131634
OG0002865	10.91583457	10.44707289	10.61865162	11.09955822	10.99258434	11.16031265	9.880103874	10.00328599	10.00328599	10.03433128	10.16873479	10.16868465	10.74557349	10.82620604	10.93363976	10.13194311	10.46301444	10.55361394	9.917510375	9.96492909	9.971067846	10.4586455	10.4572444	10.42425239
OG0003140	10.90987059	10.51845646	11.01735825	10.15810472	10.48358404	10.74074209	9.429804239	9.350475147	9.350475147	9.987818242	9.61340273	9.232133079	10.10252167	10.00863451	10.47421497	10.20693254	10.16648825	10.11341401	9.80280116	9.405847105	9.516339646	9.299716765	9.021463071	8.770662572
OG0001462	10.88280351	10.62286631	11.015652	10.65404523	10.64104019	10.74570793	9.769507291	9.767133356	9.767133356	10.31470785	10.17158965	9.963286261	11.08591722	11.09388958	11.2745453	11.35649764	11.16113314	11.10465313	10.7786899	10.74348047	10.72261886	10.82554477	10.59545611	10.41123344
OG0002866	10.79339197	10.38169435	10.94149517	10.42066556	10.44179261	10.38253757	9.113455682	9.121274482	9.121274482	9.874597192	9.595257481	9.566796131	9.812200575	9.81516087	10.04995607	10.0508744	9.870542425	9.846406812	9.348771302	9.178992937	9.214242855	9.412971586	9.067627155	8.956938604
OG0002330	10.7927415	10.40175418	10.86230415	10.65825612	10.89165461	10.71294823	9.343318984	9.275088551	9.275088551	9.912395383	9.535547558	9.525540384	10.76815372	10.55431736	11.14196661	11.01929326	10.87907393	10.76834728	10.51190087	10.19042103	10.39441339	10.87195143	10.67774606	10.45396917
OG0000615	10.73117475	10.68185332	10.5533317	10.30180482	10.23249288	10.59509893	10.59159714	10.8686451	10.8686451	9.918714191	10.4957751	10.62537096	9.796680971	9.824182308	9.112142596	7.216703183	7.788233493	8.727435165	7.601625955	7.797270486	7.765643475	5.348365576	6.384649769	7.204483113
OG0000010	10.6682202	10.30476199	10.46484181	11.39418399	10.73265927	10.71507826	11.69568939	11.36365021	11.36365021	11.18329421	11.19526146	11.54022493	12.08870643	12.13067287	12.19413878	10.71857226	11.01499612	11.00688495	11.72168666	11.62782659	11.39260346	10.4793771	10.55792315	10.64015092
OG0000440	10.66140402	10.53294029	10.37036048	10.68126477	10.84017995	10.95543196	11.12490321	11.22549065	11.22549065	11.13176695	11.23181518	11.17108921	9.589667624	9.439561639	9.343792875	7.397271606	7.713274463	8.261811448	7.210326517	7.11879991	7.136770719	7.966558516	8.382617543	8.591110517
OG0022894	10.64364879	11.25160667	10.76103589	9.070979596	9.312111497	9.3683755	10.15863493	10.32998689	10.32998689	11.23357175	10.71123677	10.4990486	9.670655541	9.237111228	8.941039975	9.761156266	7.582011729	7.563138296	12.72580803	12.79578744	12.85065157	12.08369339	11.47277612	11.12473523
OG0003883	10.63163181	10.37533272	10.3835747	10.95269757	10.7868087	11.08581766	11.07614753	10.99457265	10.99457265	10.79813964	10.78833498	10.92242831	5.59653626	5.511385491	5.542997474	5.880744534	6.00583089	5.686979758	6.528049592	6.470324057	6.479778971	6.775245487	6.54309324	6.42683283
OG0002244	10.61853233	10.35244075	10.22729103	11.47114681	11.25915477	11.66570454	10.25979033	10.48016412	10.48016412	10.99147224	11.03095675	11.16348615	11.49555427	11.49459512	11.67313016	11.48468194	11.57440289	11.53607282	10.66130336	10.50223014	10.49624862	11.33084295	11.19892443	11.0739996
OG0004196	10.60329252	10.3190737	10.55152563	9.910163001	10.22421879	10.3819971	9.450881315	9.503676692	9.503676692	10.13167693	9.997786358	10.01457846	11.09920972	11.07138459	11.35923289	11.21502633	11.0362114	11.06190375	10.64557108	10.38453663	10.5069591	10.97828073	10.46091863	10.23493476
OG0003213	10.59053091	10.2977646	10.64590156	10.29194193	10.43945692	10.43701337	9.360276476	9.435441078	9.435441078	10.09548933	9.906770366	9.830752864	9.323306562	9.288933421	9.621761604	9.588672478	9.476789737	9.449864449	8.861170983	8.505325679	8.626394599	8.920481486	8.574418312	8.470189083
OG0004763	10.56949489	10.39520207	10.36675933	10.73721354	10.24671685	10.10729555	9.535314263	9.22707438	9.22707438	9.032762074	9.379551653	9.730096466	7.078629047	7.102577303	7.227230852	7.449269175	7.289630696	7.219526729	6.66311402	6.586927435	6.611497599	6.96112668	6.680113339	6.675528041
OG0008544	10.56020862	10.41912802	10.40300137	10.76176729	10.66181372	10.72127011	9.899054756	9.9427564	9.9427564	10.43666991	10.45577928	10.28524037	0.123315246	0.263197902	0.624815864	0	0.448638811	0	0.179451176	0.322588121	0.338314871	2.072751009	1.577815509	1.702430151
OG0000143	10.4807902	10.2356433	10.22068062	9.918758906	10.12258213	10.09258538	10.23644478	10.32560903	10.32560903	10.51522675	10.67610694	10.47953777	10.82150933	10.88374528	10.78377175	10.70891316	10.79264716	10.55577782	10.12577894	10.30059966	10.32369994	9.303566611	9.3828315	9.444271573
OG0000303	10.4788505	10.81510306	10.52827828	10.89277047	10.85662783	10.51661601	9.857110141	9.946993974	9.946993974	10.12498719	10.09899268	10.25155342	8.543657497	8.420085276	8.148086557	6.835570429	7.270188785	7.839086604	6.573858161	6.623552906	6.75443993	5.281305813	6.275221089	6.852625634
OG0001158	10.44915897	10.27517005	10.40169019	9.853309555	10.30591354	10.18286607	10.61784393	10.63582693	10.63582693	9.924990603	9.943994561	9.930145948	8.949137437	8.954666564	8.733836966	5.999204044	6.63443601	7.918815544	6.996032774	6.707846391	6.918156024	5.073406384	6.206805346	6.773773523
