ko	gene
ko04623	CP1g347
ko03020	CP1g347
ko04623	CP1g708
ko03020	CP1g708
ko04623	CP1g709
ko03020	CP1g709
ko04623	CP4g3865
ko03020	CP4g3865
ko03020	CP2g1649
ko04623	CP2g1649
ko03020	CP4g3842
ko04623	CP4g3842
ko03020	CP4g3837
ko04623	CP4g3837
ko03020	CP5g5337
ko04623	CP5g5337
ko03020	CP5g5380
ko04623	CP5g5380
ko03020	CP11g8063
ko04623	CP11g8063
ko04623	CP7g7069
ko03020	CP7g7069
ko05020	CP5g4961
ko05169	CP5g4961
ko05012	CP5g4961
ko05022	CP5g4961
ko03050	CP5g4961
ko05010	CP5g4961
ko05016	CP5g4961
ko05014	CP5g4961
ko05017	CP5g4961
ko05016	CP3g3199
ko05169	CP3g3199
ko05020	CP3g3199
ko05014	CP3g3199
ko05017	CP3g3199
ko05010	CP3g3199
ko05012	CP3g3199
ko05022	CP3g3199
ko03050	CP3g3199
ko05022	CP6g6138
ko05010	CP6g6138
ko05016	CP6g6138
ko03050	CP6g6138
ko05017	CP6g6138
ko05012	CP6g6138
ko05014	CP6g6138
ko05020	CP6g6138
ko05169	CP6g6138
ko05020	CP5g5305
ko05169	CP5g5305
ko05017	CP5g5305
ko05012	CP5g5305
ko03050	CP5g5305
ko05016	CP5g5305
ko05022	CP5g5305
ko05010	CP5g5305
ko05014	CP5g5305
ko03050	CP11g7769
ko05012	CP11g7769
ko05017	CP11g7769
ko05169	CP11g7769
ko05014	CP11g7769
ko05010	CP11g7769
ko05016	CP11g7769
ko05022	CP11g7769
ko05020	CP11g7769
ko05014	CP1g668
ko05010	CP1g668
ko05017	CP1g668
ko05169	CP1g668
ko05016	CP1g668
ko03050	CP1g668
ko05012	CP1g668
ko05020	CP1g668
ko05022	CP1g668
ko05014	CP9g7408
ko05010	CP9g7408
ko05017	CP9g7408
ko05169	CP9g7408
ko05016	CP9g7408
ko03050	CP9g7408
ko05012	CP9g7408
ko05020	CP9g7408
ko05022	CP9g7408
ko05017	CP2g2387
ko05010	CP2g2387
ko05014	CP2g2387
ko05020	CP2g2387
ko05169	CP2g2387
ko03050	CP2g2387
ko05016	CP2g2387
ko05012	CP2g2387
ko05022	CP2g2387
ko05169	CP7g7049
ko05022	CP7g7049
ko05016	CP7g7049
ko05012	CP7g7049
ko03050	CP7g7049
ko05014	CP7g7049
ko05017	CP7g7049
ko05010	CP7g7049
ko05020	CP7g7049
ko05017	CP3g2928
ko05169	CP3g2928
ko05014	CP3g2928
ko05010	CP3g2928
ko05022	CP3g2928
ko05012	CP3g2928
ko05016	CP3g2928
ko05020	CP3g2928
ko03050	CP3g2928
ko05014	CP4g4129
ko05022	CP4g4129
ko05169	CP4g4129
ko05016	CP4g4129
ko05012	CP4g4129
ko05010	CP4g4129
ko05020	CP4g4129
ko05017	CP4g4129
ko03050	CP4g4129
ko05016	CP5g5372
ko05022	CP5g5372
ko05010	CP5g5372
ko03050	CP5g5372
ko05169	CP5g5372
ko05020	CP5g5372
ko05017	CP5g5372
ko05014	CP5g5372
ko05012	CP5g5372
ko05020	CP2g2507
ko05012	CP2g2507
ko03050	CP2g2507
ko05016	CP2g2507
ko05169	CP2g2507
ko05010	CP2g2507
ko05022	CP2g2507
ko05017	CP2g2507
ko05014	CP2g2507
ko05020	CP2g2016
ko05016	CP2g2016
ko05014	CP2g2016
ko05010	CP2g2016
ko05165	CP2g2016
ko05012	CP2g2016
ko05203	CP2g2016
ko05017	CP2g2016
ko05169	CP2g2016
ko05022	CP2g2016
ko03050	CP2g2016
ko05014	CP2g2282
ko05020	CP2g2282
ko05010	CP2g2282
ko03050	CP2g2282
ko05017	CP2g2282
ko05022	CP2g2282
ko05012	CP2g2282
ko05016	CP2g2282
ko05169	CP2g2282
ko05012	CP5g5311
ko05016	CP5g5311
ko05020	CP5g5311
ko03050	CP5g5311
ko05017	CP5g5311
ko05010	CP5g5311
ko05169	CP5g5311
ko05022	CP5g5311
ko05014	CP5g5311
ko05014	CP10g8484
ko05022	CP10g8484
ko05016	CP10g8484
ko05017	CP10g8484
ko05020	CP10g8484
ko03050	CP10g8484
ko05012	CP10g8484
ko05169	CP10g8484
ko05010	CP10g8484
ko03050	CP2g1637
ko05017	CP2g1637
ko05014	CP2g1637
ko05012	CP2g1637
ko05016	CP2g1637
ko05022	CP2g1637
ko05010	CP2g1637
ko05020	CP2g1637
ko05169	CP2g1637
ko03050	CP5g4974
ko05017	CP5g4974
ko05014	CP5g4974
ko05012	CP5g4974
ko05016	CP5g4974
ko05022	CP5g4974
ko05010	CP5g4974
ko05020	CP5g4974
ko05169	CP5g4974
ko03070	CP13g9319
ko03060	CP13g9319
ko02024	CP13g9319
ko03070	CP16g9973
ko03060	CP16g9973
ko02024	CP16g9973
ko05417	CP7g7212
ko04150	CP7g7212
ko04341	CP7g7212
ko04932	CP7g7212
ko05167	CP7g7212
ko04660	CP7g7212
ko04916	CP7g7212
ko04910	CP7g7212
ko04934	CP7g7212
ko05020	CP7g7212
ko05217	CP7g7212
ko04711	CP7g7212
ko04110	CP7g7212
ko04935	CP7g7212
ko05215	CP7g7212
ko04360	CP7g7212
ko05022	CP7g7212
ko04722	CP7g7212
ko04728	CP7g7212
ko04390	CP7g7212
ko05224	CP7g7212
ko05131	CP7g7212
ko05213	CP7g7212
ko04550	CP7g7212
ko04931	CP7g7212
ko05160	CP7g7212
ko05415	CP7g7212
ko04510	CP7g7212
ko01521	CP7g7212
ko04657	CP7g7212
ko05162	CP7g7212
ko04012	CP7g7212
ko05210	CP7g7212
ko04062	CP7g7212
ko04340	CP7g7212
ko04310	CP7g7212
ko05135	CP7g7212
ko05165	CP7g7212
ko04919	CP7g7212
ko04151	CP7g7212
ko05225	CP7g7212
ko05200	CP7g7212
ko04662	CP7g7212
ko04917	CP7g7212
ko05010	CP7g7212
ko05226	CP7g7212
ko05163	CP7g7212
ko02040	CP15g9793
ko02040	CP2g2302
ko02040	CP2g1877
ko02040	CP2g2518
ko04141	CP17g10139
ko04114	CP17g10139
ko05132	CP17g10139
ko04350	CP17g10139
ko04710	CP17g10139
ko05200	CP17g10139
ko05170	CP17g10139
ko04341	CP17g10139
ko04310	CP17g10139
ko04120	CP17g10139
ko04110	CP17g10139
ko04111	CP17g10139
ko05131	CP17g10139
ko04141	CP13g9284
ko04114	CP13g9284
ko05132	CP13g9284
ko04350	CP13g9284
ko04710	CP13g9284
ko05200	CP13g9284
ko05170	CP13g9284
ko04341	CP13g9284
ko04310	CP13g9284
ko04120	CP13g9284
ko04110	CP13g9284
ko04111	CP13g9284
ko05131	CP13g9284
ko04141	CP6g6020
ko04114	CP6g6020
ko05132	CP6g6020
ko04350	CP6g6020
ko04710	CP6g6020
ko05200	CP6g6020
ko05170	CP6g6020
ko04341	CP6g6020
ko04310	CP6g6020
ko04120	CP6g6020
ko04110	CP6g6020
ko04111	CP6g6020
ko05131	CP6g6020
ko04141	CP18g10149
ko04114	CP18g10149
ko05132	CP18g10149
ko04350	CP18g10149
ko04710	CP18g10149
ko05200	CP18g10149
ko05170	CP18g10149
ko04341	CP18g10149
ko04310	CP18g10149
ko04120	CP18g10149
ko04110	CP18g10149
ko04111	CP18g10149
ko05131	CP18g10149
ko04139	CP10g8501
ko03008	CP10g8501
ko05162	CP10g8501
ko04137	CP10g8501
ko05022	CP10g8501
ko05010	CP10g8501
ko04520	CP10g8501
ko05235	CP10g8501
ko04064	CP10g8501
ko05020	CP10g8501
ko04712	CP10g8501
ko04310	CP10g8501
ko03060	CP5g4862
ko03060	CP15g9904
ko03060	CP6g6124
ko02024	CP6g6124
ko03070	CP6g6124
ko03060	CP2g2154
ko02024	CP2g2154
ko03070	CP2g2154
ko03060	CP3g3099
ko03060	CP10g8504
ko03070	CP3g3120
ko03060	CP3g3120
ko02024	CP3g3120
ko03013	CP6g5494
ko03008	CP13g9093
ko05020	CP13g9093
ko04520	CP13g9093
ko05010	CP13g9093
ko04310	CP13g9093
ko05235	CP13g9093
ko05162	CP13g9093
ko05022	CP13g9093
ko04139	CP13g9093
ko04064	CP13g9093
ko04712	CP13g9093
ko04137	CP13g9093
ko03060	CP6g5584
ko03070	CP6g5584
ko03060	CP6g6021
ko03070	CP6g6021
ko03060	CP5g5316
ko03070	CP5g5316
ko05203	CP5g5123
ko05016	CP5g5123
ko05165	CP5g5123
ko05017	CP5g5123
ko05166	CP5g5123
ko03022	CP5g5123
ko05203	CP4g4450
ko03022	CP4g4450
ko05203	CP7g6744
ko03022	CP7g6744
ko05017	CP1g1325
ko05203	CP1g1325
ko03022	CP1g1325
ko03022	CP6g5956
ko03022	CP6g5955
ko03022	CP6g5740
ko03022	CP11g7998
ko03022	CP4g3955
ko03022	CP5g4816
ko05016	CP5g4816
ko03022	CP2g2058
ko03022	CP6g5568
ko03022	CP9g7472
ko03022	CP3g2738
ko03022	CP12g8747
ko03022	CP11g8084
ko03022	CP7g6713
ko03022	CP11g7757
ko05203	CP11g7757
ko03022	CP11g8060
ko03022	CP1g1419
ko03022	CP1g1418
ko03420	CP13g9165
ko05203	CP13g9165
ko03022	CP13g9165
ko03420	CP15g9830
ko05203	CP15g9830
ko03022	CP15g9830
ko03022	CP4g4509
ko05203	CP4g4509
ko03420	CP4g4509
ko03022	CP4g3997
ko05203	CP4g3997
ko03420	CP4g3997
ko00730	CP9g7461
ko01524	CP1g136
ko03460	CP4g4285
ko03440	CP4g4285
ko03460	CP1g558
ko03440	CP1g558
ko05012	CP10g8242
ko04120	CP10g8242
ko05022	CP10g8242
ko03060	CP7g7220
ko03070	CP7g7220
ko02024	CP7g7220
ko03060	CP15g9898
ko03070	CP15g9898
ko02024	CP15g9898
ko03060	CP8g6193
ko03070	CP8g6193
ko02024	CP8g6193
ko03060	CP6g5909
ko03070	CP6g5909
ko02024	CP6g5909
ko05134	CP6g5812
ko05140	CP6g5812
ko03013	CP6g5812
ko05134	CP19g10168
ko05140	CP19g10168
ko03013	CP19g10168
ko05134	CP9g7462
ko05140	CP9g7462
ko03013	CP9g7462
ko05134	CP6g5813
ko05140	CP6g5813
ko03013	CP6g5813
ko04152	CP5g4711
ko04921	CP5g4711
ko04152	CP11g8015
ko04921	CP11g8015
ko03013	CP2g2500
ko05010	CP1g1318
ko04138	CP1g1318
ko03013	CP1g1318
ko04210	CP1g1318
ko05020	CP1g1318
ko05417	CP1g1318
ko05022	CP1g1318
ko05168	CP1g1318
ko04140	CP1g1318
ko04141	CP1g1318
ko05164	CP1g1318
ko05012	CP1g1318
ko05160	CP1g1318
ko05014	CP1g1318
ko05162	CP1g1318
ko04932	CP1g1318
ko03013	CP9g7261
ko05168	CP7g7058
ko03013	CP7g7058
ko05168	CP4g3624
ko03013	CP4g3624
ko03013	CP8g6448
ko05168	CP8g6448
ko03013	CP9g7617
ko05168	CP9g7617
ko03013	CP1g65
ko05168	CP1g65
ko03013	CP8g6666
ko05168	CP8g6666
ko03013	CP4g4512
ko05168	CP4g4512
ko03013	CP6g5896
ko05168	CP6g5896
ko03013	CP3g3576
ko05168	CP3g3576
ko03013	CP8g6451
ko03013	CP5g5155
ko03013	CP11g7859
ko03013	CP11g7869
ko05162	CP1g983
ko03013	CP1g983
ko03013	CP1g1361
ko03013	CP9g7245
ko03013	CP2g2424
ko03013	CP8g6155
ko05160	CP8g6155
ko03013	CP1g837
ko03013	CP9g7533
ko03013	CP12g8837
ko03013	CP1g1392
ko03013	CP12g8836
ko03013	CP5g5309
ko03013	CP6g5997
ko03013	CP8g6397
ko03013	CP5g4669
ko03013	CP5g4786
ko04151	CP11g7953
ko03013	CP11g7953
ko05205	CP11g7953
ko04150	CP11g7953
ko04151	CP3g2793
ko01521	CP3g2793
ko04910	CP3g2793
ko03013	CP3g2793
ko04066	CP3g2793
ko04150	CP3g2793
ko04211	CP3g2793
ko03013	CP10g8577
ko05416	CP10g8577
ko03013	CP12g8823
ko05416	CP12g8823
ko04214	CP2g1733
ko03013	CP2g1733
ko03008	CP14g9358
ko03015	CP4g4517
ko03015	CP1g197
ko03015	CP16g10076
ko05417	CP9g7626
ko04915	CP9g7626
ko04612	CP9g7626
ko05020	CP9g7626
ko05162	CP9g7626
ko05145	CP9g7626
ko04141	CP9g7626
ko04213	CP9g7626
ko04010	CP9g7626
ko05134	CP9g7626
ko03040	CP9g7626
ko04144	CP9g7626
ko05417	CP15g9870
ko04915	CP15g9870
ko04612	CP15g9870
ko05020	CP15g9870
ko05162	CP15g9870
ko05145	CP15g9870
ko04141	CP15g9870
ko04213	CP15g9870
ko04010	CP15g9870
ko05134	CP15g9870
ko03040	CP15g9870
ko04144	CP15g9870
ko05417	CP12g8938
ko04915	CP12g8938
ko04612	CP12g8938
ko05020	CP12g8938
ko05162	CP12g8938
ko05145	CP12g8938
ko04141	CP12g8938
ko04213	CP12g8938
ko04010	CP12g8938
ko05134	CP12g8938
ko03040	CP12g8938
ko04144	CP12g8938
ko05417	CP2g1784
ko04915	CP2g1784
ko04612	CP2g1784
ko05020	CP2g1784
ko05162	CP2g1784
ko05145	CP2g1784
ko04141	CP2g1784
ko04213	CP2g1784
ko04010	CP2g1784
ko05134	CP2g1784
ko03040	CP2g1784
ko04144	CP2g1784
ko05417	CP9g7576
ko04915	CP9g7576
ko04612	CP9g7576
ko05020	CP9g7576
ko05162	CP9g7576
ko05145	CP9g7576
ko04141	CP9g7576
ko04213	CP9g7576
ko04010	CP9g7576
ko05134	CP9g7576
ko03040	CP9g7576
ko04144	CP9g7576
ko05417	CP1g349
ko04915	CP1g349
ko04612	CP1g349
ko05020	CP1g349
ko05162	CP1g349
ko05145	CP1g349
ko04141	CP1g349
ko04213	CP1g349
ko04010	CP1g349
ko05134	CP1g349
ko03040	CP1g349
ko04144	CP1g349
ko05417	CP2g2443
ko04915	CP2g2443
ko04612	CP2g2443
ko05020	CP2g2443
ko05162	CP2g2443
ko05145	CP2g2443
ko04141	CP2g2443
ko04213	CP2g2443
ko04010	CP2g2443
ko05134	CP2g2443
ko03040	CP2g2443
ko04144	CP2g2443
ko00450	CP15g9894
ko00970	CP15g9894
ko04310	CP2g1553
ko04350	CP2g1553
ko05200	CP2g1553
ko04110	CP2g1553
ko04710	CP2g1553
ko04114	CP2g1553
ko04111	CP2g1553
ko04340	CP2g1553
ko04120	CP2g1553
ko05131	CP2g1553
ko05170	CP2g1553
ko04141	CP2g1553
ko04341	CP2g1553
ko04914	CP5g4884
ko04120	CP5g4884
ko04110	CP5g4884
ko04113	CP5g4884
ko04111	CP5g4884
ko05166	CP5g4884
ko04114	CP5g4884
ko04111	CP16g10066
ko04120	CP16g10066
ko04914	CP16g10066
ko04114	CP16g10066
ko05166	CP16g10066
ko04113	CP16g10066
ko04110	CP16g10066
ko04120	CP8g6461
ko04914	CP8g6461
ko04114	CP8g6461
ko05166	CP8g6461
ko04111	CP8g6461
ko04113	CP8g6461
ko04110	CP8g6461
ko04111	CP10g8638
ko04114	CP10g8638
ko04113	CP10g8638
ko04120	CP10g8638
ko04914	CP10g8638
ko04110	CP10g8638
ko05166	CP10g8638
ko04111	CP14g9499
ko04657	CP14g9499
ko04114	CP14g9499
ko05166	CP14g9499
ko04113	CP14g9499
ko04914	CP14g9499
ko04120	CP14g9499
ko04110	CP14g9499
ko04114	CP6g5936
ko04113	CP6g5936
ko04111	CP6g5936
ko04914	CP6g5936
ko04120	CP6g5936
ko05166	CP6g5936
ko04110	CP6g5936
ko04113	CP5g5216
ko04111	CP5g5216
ko04914	CP5g5216
ko04114	CP5g5216
ko04110	CP5g5216
ko05166	CP5g5216
ko04120	CP5g5216
ko04113	CP4g3754
ko04120	CP4g3754
ko04114	CP4g3754
ko04110	CP4g3754
ko05166	CP4g3754
ko04914	CP4g3754
ko04111	CP4g3754
ko04110	CP4g3868
ko04914	CP4g3868
ko05166	CP4g3868
ko04114	CP4g3868
ko04120	CP4g3868
ko04113	CP4g3868
ko04111	CP4g3868
ko04110	CP10g8356
ko04111	CP10g8356
ko04120	CP10g8356
ko04914	CP10g8356
ko00604	CP7g7224
ko00627	CP1g684
ko00623	CP1g684
ko04214	CP13g9223
ko04214	CP9g7241
ko04214	CP9g7234
ko04214	CP1g372
ko00860	CP4g4199
ko00860	CP7g7010
ko00860	CP5g5205
ko00860	CP7g6957
ko04146	CP12g8894
ko00760	CP12g8894
ko00860	CP16g10135
ko00563	CP16g10064
ko04728	CP9g7625
ko04114	CP9g7625
ko05160	CP9g7625
ko04071	CP9g7625
ko04151	CP9g7625
ko04530	CP9g7625
ko04391	CP9g7625
ko04390	CP9g7625
ko04261	CP9g7625
ko05142	CP9g7625
ko04152	CP9g7625
ko04111	CP9g7625
ko04113	CP9g7625
ko03015	CP9g7625
ko04730	CP9g7625
ko05165	CP9g7625
ko04350	CP9g7625
ko00760	CP3g3497
ko04621	CP3g3497
ko03030	CP6g5595
ko03410	CP6g5657
ko03420	CP6g5657
ko03030	CP6g5657
ko03440	CP6g5657
ko03430	CP6g5657
ko01524	CP13g9253
ko03460	CP13g9253
ko01524	CP13g9054
ko03460	CP13g9054
ko01524	CP13g9255
ko03460	CP13g9255
ko01524	CP4g3633
ko03460	CP4g3633
ko03460	CP9g7287
ko05220	CP6g5735
ko05226	CP6g5735
ko05213	CP6g5735
ko05223	CP6g5735
ko05225	CP6g5735
ko05212	CP6g5735
ko05224	CP6g5735
ko05218	CP6g5735
ko05216	CP6g5735
ko03460	CP6g5735
ko05169	CP6g5735
ko05222	CP6g5735
ko05217	CP6g5735
ko05210	CP6g5735
ko05214	CP6g5735
ko05202	CP6g5735
ko05200	CP6g5735
ko05220	CP14g9484
ko05226	CP14g9484
ko05213	CP14g9484
ko05223	CP14g9484
ko05225	CP14g9484
ko05212	CP14g9484
ko05224	CP14g9484
ko05218	CP14g9484
ko05216	CP14g9484
ko03460	CP14g9484
ko05169	CP14g9484
ko05222	CP14g9484
ko05217	CP14g9484
ko05210	CP14g9484
ko05214	CP14g9484
ko05202	CP14g9484
ko05200	CP14g9484
ko05220	CP2g2473
ko05226	CP2g2473
ko05213	CP2g2473
ko05223	CP2g2473
ko05225	CP2g2473
ko05212	CP2g2473
ko05224	CP2g2473
ko05218	CP2g2473
ko05216	CP2g2473
ko03460	CP2g2473
ko05169	CP2g2473
ko05222	CP2g2473
ko05217	CP2g2473
ko05210	CP2g2473
ko05214	CP2g2473
ko05202	CP2g2473
ko05200	CP2g2473
ko05220	CP5g4928
ko05226	CP5g4928
ko05213	CP5g4928
ko05223	CP5g4928
ko05225	CP5g4928
ko05212	CP5g4928
ko05224	CP5g4928
ko05218	CP5g4928
ko05216	CP5g4928
ko03460	CP5g4928
ko05169	CP5g4928
ko05222	CP5g4928
ko05217	CP5g4928
ko05210	CP5g4928
ko05214	CP5g4928
ko05202	CP5g4928
ko05200	CP5g4928
ko05220	CP4g3753
ko05226	CP4g3753
ko05213	CP4g3753
ko05223	CP4g3753
ko05225	CP4g3753
ko05212	CP4g3753
ko05224	CP4g3753
ko05218	CP4g3753
ko05216	CP4g3753
ko03460	CP4g3753
ko05169	CP4g3753
ko05222	CP4g3753
ko05217	CP4g3753
ko05210	CP4g3753
ko05214	CP4g3753
ko05202	CP4g3753
ko05200	CP4g3753
ko05220	CP1g853
ko05226	CP1g853
ko05213	CP1g853
ko05223	CP1g853
ko05225	CP1g853
ko05212	CP1g853
ko05224	CP1g853
ko05218	CP1g853
ko05216	CP1g853
ko03460	CP1g853
ko05169	CP1g853
ko05222	CP1g853
ko05217	CP1g853
ko05210	CP1g853
ko05214	CP1g853
ko05202	CP1g853
ko05200	CP1g853
ko05220	CP12g8896
ko05226	CP12g8896
ko05213	CP12g8896
ko05223	CP12g8896
ko05225	CP12g8896
ko05212	CP12g8896
ko05224	CP12g8896
ko05218	CP12g8896
ko05216	CP12g8896
ko03460	CP12g8896
ko05169	CP12g8896
ko05222	CP12g8896
ko05217	CP12g8896
ko05210	CP12g8896
ko05214	CP12g8896
ko05202	CP12g8896
ko05200	CP12g8896
ko03410	CP3g3363
ko03450	CP3g3363
ko03450	CP8g6520
ko03018	CP13g9001
ko03018	CP4g3797
ko03018	CP8g6484
ko03018	CP15g9730
ko03460	CP3g3111
ko03460	CP3g3112
ko00760	CP15g9853
ko00900	CP11g7749
ko00900	CP11g7886
ko04112	CP9g7662
ko04112	CP11g8219
ko04112	CP7g6779
ko03008	CP7g7041
ko03013	CP7g7041
ko03008	CP13g9086
ko03013	CP13g9086
ko03008	CP1g957
ko03013	CP1g957
ko00195	CP2g1683
ko00195	CP15g9783
ko00195	CP12g8932
ko00195	CP4g3985
ko00195	CP5g4969
ko04112	CP3g2855
ko03440	CP7g6924
ko03410	CP3g3250
ko03410	CP4g4493
ko05134	CP1g800
ko04928	CP14g9593
ko04122	CP1g554
ko00790	CP1g554
ko00790	CP1g366
ko04122	CP1g366
ko04122	CP3g3324
ko00790	CP3g3324
ko00785	CP11g7877
ko00785	CP3g3036
ko00785	CP1g1237
ko03410	CP15g9781
ko05340	CP15g9781
ko03410	CP15g9944
ko05340	CP15g9944
ko03018	CP6g6044
ko03440	CP1g1002
ko03420	CP19g10183
ko03430	CP19g10183
ko03420	CP1g846
ko03430	CP1g846
ko03410	CP4g4279
ko05110	CP11g8066
ko00190	CP11g8066
ko05323	CP11g8066
ko04145	CP11g8066
ko05152	CP11g8066
ko05165	CP11g8066
ko05120	CP11g8066
ko04721	CP11g8066
ko04142	CP11g8066
ko05132	CP3g3121
ko05012	CP3g3121
ko05418	CP3g3121
ko04621	CP3g3121
ko05132	CP2g1861
ko05012	CP2g1861
ko05418	CP2g1861
ko04621	CP2g1861
ko05132	CP6g5916
ko05012	CP6g5916
ko05418	CP6g5916
ko04621	CP6g5916
ko05132	CP13g9190
ko05012	CP13g9190
ko05418	CP13g9190
ko04621	CP13g9190
ko05132	CP4g4525
ko05012	CP4g4525
ko05418	CP4g4525
ko04621	CP4g4525
ko05132	CP6g6147
ko05012	CP6g6147
ko05418	CP6g6147
ko04621	CP6g6147
ko05132	CP6g6142
ko05012	CP6g6142
ko05418	CP6g6142
ko04621	CP6g6142
ko05132	CP10g8438
ko05012	CP10g8438
ko05418	CP10g8438
ko04621	CP10g8438
ko05132	CP3g2653
ko05012	CP3g2653
ko05418	CP3g2653
ko04621	CP3g2653
ko05132	CP15g9963
ko05012	CP15g9963
ko05418	CP15g9963
ko04621	CP15g9963
ko05132	CP3g3066
ko05012	CP3g3066
ko05418	CP3g3066
ko04621	CP3g3066
ko05132	CP3g2643
ko05012	CP3g2643
ko05418	CP3g2643
ko04621	CP3g2643
ko05132	CP1g941
ko05012	CP1g941
ko05418	CP1g941
ko04621	CP1g941
ko05132	CP10g8361
ko05012	CP10g8361
ko05418	CP10g8361
ko04621	CP10g8361
ko05132	CP12g8691
ko05012	CP12g8691
ko05418	CP12g8691
ko04621	CP12g8691
ko05132	CP2g2364
ko05012	CP2g2364
ko05418	CP2g2364
ko04621	CP2g2364
ko05132	CP2g2018
ko05012	CP2g2018
ko05418	CP2g2018
ko04621	CP2g2018
ko05132	CP7g6895
ko05012	CP7g6895
ko05418	CP7g6895
ko04621	CP7g6895
ko05132	CP5g5252
ko05012	CP5g5252
ko05418	CP5g5252
ko04621	CP5g5252
ko03013	CP9g7367
ko05168	CP9g7367
ko03018	CP12g8930
ko00195	CP5g4553
ko04213	CP4g4183
ko04213	CP11g8049
ko04213	CP4g3654
ko04213	CP4g3655
ko04213	CP2g1854
ko04213	CP4g4361
ko04213	CP14g9652
ko04213	CP3g3291
ko00561	CP5g4845
ko03013	CP5g4866
ko05168	CP5g4866
ko04217	CP4g3712
ko01503	CP4g3712
ko00620	CP6g5886
ko00620	CP15g9771
ko04211	CP6g5547
ko04011	CP6g5547
ko04146	CP6g5547
ko04212	CP6g5547
ko04016	CP6g5547
ko05022	CP6g5547
ko04213	CP6g5547
ko00630	CP6g5547
ko04068	CP6g5547
ko05014	CP6g5547
ko00380	CP6g5547
ko04211	CP3g3472
ko04011	CP3g3472
ko04146	CP3g3472
ko04212	CP3g3472
ko04016	CP3g3472
ko05022	CP3g3472
ko04213	CP3g3472
ko00630	CP3g3472
ko04068	CP3g3472
ko05014	CP3g3472
ko00380	CP3g3472
ko00230	CP1g254
ko00760	CP1g254
ko00240	CP1g254
ko00860	CP3g2689
ko00860	CP11g7847
ko00785	CP2g2101
ko00785	CP1g1137
ko00130	CP2g2359
ko00030	CP2g2103
ko00680	CP2g2103
ko00010	CP2g2103
ko04922	CP2g2103
ko04152	CP2g2103
ko00051	CP2g2103
ko04910	CP2g2103
ko00710	CP2g2103
ko00030	CP11g7978
ko00680	CP11g7978
ko00010	CP11g7978
ko04922	CP11g7978
ko04152	CP11g7978
ko00051	CP11g7978
ko04910	CP11g7978
ko00710	CP11g7978
ko00030	CP5g4944
ko00680	CP5g4944
ko00010	CP5g4944
ko04922	CP5g4944
ko04152	CP5g4944
ko00051	CP5g4944
ko04910	CP5g4944
ko00710	CP5g4944
ko00513	CP16g10100
ko00510	CP16g10100
ko00510	CP15g9873
ko00513	CP15g9873
ko00513	CP4g4061
ko00510	CP4g4061
ko00513	CP3g3443
ko00510	CP3g3443
ko00513	CP4g4489
ko00510	CP4g4489
ko00513	CP9g7692
ko00510	CP9g7692
ko00513	CP4g3922
ko00510	CP4g3922
ko00513	CP4g3924
ko00510	CP4g3924
ko00510	CP1g1372
ko00513	CP1g1372
ko00510	CP4g3966
ko00510	CP9g7572
ko00510	CP6g6070
ko00563	CP5g4903
ko00563	CP3g3082
ko00563	CP9g7546
ko04120	CP9g7350
ko04340	CP9g7350
ko04341	CP9g7350
ko04066	CP10g8325
ko05211	CP10g8325
ko05200	CP10g8325
ko04212	CP10g8325
ko04120	CP10g8325
ko04066	CP1g84
ko05211	CP1g84
ko05200	CP1g84
ko04212	CP1g84
ko04120	CP1g84
ko04066	CP2g1676
ko05211	CP2g1676
ko05200	CP2g1676
ko04212	CP2g1676
ko04120	CP2g1676
ko01040	CP11g7888
ko00061	CP11g7888
ko01040	CP8g6188
ko00061	CP8g6188
ko01040	CP8g6187
ko00061	CP8g6187
ko04714	CP8g6247
ko04723	CP8g6247
ko05010	CP8g6247
ko05022	CP8g6247
ko04932	CP8g6247
ko05014	CP8g6247
ko00190	CP8g6247
ko05012	CP8g6247
ko05016	CP8g6247
ko05020	CP8g6247
ko05415	CP8g6247
ko04714	CP1g1332
ko04723	CP1g1332
ko05010	CP1g1332
ko05022	CP1g1332
ko04932	CP1g1332
ko05014	CP1g1332
ko00190	CP1g1332
ko05012	CP1g1332
ko05016	CP1g1332
ko05020	CP1g1332
ko05415	CP1g1332
ko05016	CP7g6993
ko00190	CP7g6993
ko05415	CP7g6993
ko05022	CP7g6993
ko04714	CP7g6993
ko05014	CP7g6993
ko05020	CP7g6993
ko05012	CP7g6993
ko04723	CP7g6993
ko05010	CP7g6993
ko04932	CP7g6993
ko00190	CP6g5794
ko05016	CP6g5794
ko04714	CP6g5794
ko05010	CP6g5794
ko05014	CP6g5794
ko05020	CP6g5794
ko04932	CP6g5794
ko05022	CP6g5794
ko05415	CP6g5794
ko05012	CP6g5794
ko04723	CP6g5794
ko04932	CP1g442
ko04714	CP1g442
ko05415	CP1g442
ko05016	CP1g442
ko05022	CP1g442
ko04723	CP1g442
ko05014	CP1g442
ko05010	CP1g442
ko00190	CP1g442
ko05012	CP1g442
ko05020	CP1g442
ko05016	CP8g6363
ko04932	CP8g6363
ko00190	CP8g6363
ko05010	CP8g6363
ko05014	CP8g6363
ko04723	CP8g6363
ko04714	CP8g6363
ko05020	CP8g6363
ko05415	CP8g6363
ko05022	CP8g6363
ko05012	CP8g6363
ko05415	CP1g698
ko05020	CP1g698
ko05010	CP1g698
ko04714	CP1g698
ko04932	CP1g698
ko05016	CP1g698
ko00190	CP1g698
ko05022	CP1g698
