#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
g526	g8962	g526	g8962	0.046	0	0	0	0.293	0.524	0	0	0.65
g526	CP1g719	g526	CP1g719	0	0	0	0	0.272	0.48	0	0.132	0.641
g526	g351	g526	g351	0.05	0	0	0	0.431	0.731	0.634	0.244	0.951
g526	CP9g7576	g526	CP9g7576	0	0	0	0	0.325	0.186	0	0.143	0.485
g526	g488	g526	g488	0.049	0	0	0	0.303	0.748	0.645	0.442	0.959
g526	g152	g526	g152	0.075	0	0	0	0.271	0.13	0	0.136	0.422
g526	g217	g526	g217	0	0	0	0	0.275	0.523	0	0	0.639
g526	g315	g526	g315	0	0	0	0	0.101	0.107	0.378	0.3	0.597
g526	g5350	g526	g5350	0	0	0	0	0.538	0.748	0	0.113	0.887
g526	CP1g674	g526	CP1g674	0.075	0	0	0	0.293	0.524	0	0.134	0.693
g526	CP1g768	g526	CP1g768	0.049	0	0	0	0.534	0.935	0	0.574	0.985
g526	CP14g9589	g526	CP14g9589	0.044	0	0	0	0.275	0.524	0	0.38	0.762
g526	g1184	g526	g1184	0	0	0	0	0.301	0.916	0	0.138	0.944
g526	CP1g1102	g526	CP1g1102	0	0	0	0	0.26	0.245	0	0.14	0.475
g526	g3309	g526	g3309	0	0	0	0	0.106	0	0.442	0	0.479
g526	g2249	g526	g2249	0	0	0	0	0.108	0	0	0.399	0.427
g526	g3299	g526	g3299	0	0	0	0	0.385	0.527	0	0.452	0.821
g526	g3438	g526	g3438	0	0	0	0	0.54	0.524	0	0.444	0.863
g526	CP1g976	g526	CP1g976	0.056	0	0	0	0.186	0.474	0	0	0.56
g526	g3145	g526	g3145	0	0	0	0	0.282	0.834	0	0.133	0.887
g526	g869	g526	g869	0.05	0	0	0	0.287	0.737	0	0.082	0.814
g526	g8600	g526	g8600	0	0	0	0	0.275	0.438	0	0.135	0.615
g526	CP1g737	g526	CP1g737	0	0	0	0	0.286	0.524	0	0.129	0.676
g526	CP1g1319	g526	CP1g1319	0	0	0	0	0.387	0	0	0.456	0.641
g526	CP5g5152	g526	CP5g5152	0.05	0	0	0	0.19	0.851	0	0	0.875
g526	g774	g526	g774	0.056	0	0	0	0.395	0.754	0	0.192	0.87
g526	g4624	g526	g4624	0	0	0	0	0.54	0.81	0	0.464	0.947
g526	CP1g269	g526	CP1g269	0	0	0	0	0.185	0.275	0	0.136	0.442
g526	CP13g9299	g526	CP13g9299	0	0	0	0	0.184	0.275	0	0.098	0.418
g526	g6289	g526	g6289	0	0	0	0	0.288	0.829	0	0.327	0.909
g526	g1469	g526	g1469	0	0	0	0	0.405	0.524	0	0	0.704
g526	g6870	g526	g6870	0.075	0	0	0	0.29	0.523	0	0	0.659
g526	CP3g3203	g526	CP3g3203	0	0	0	0	0.187	0.309	0.462	0.114	0.695
g526	CP3g2920	g526	CP3g2920	0.05	0	0	0	0.275	0.795	0.645	0	0.943
g526	g6159	g526	g6159	0	0	0	0	0.453	0	0	0.647	0.784
g526	g9619	g526	g9619	0	0	0	0	0.334	0.524	0	0	0.669
g526	CP11g8116	g526	CP11g8116	0	0	0	0	0	0.25	0	0.244	0.402
g526	g2355	g526	g2355	0.05	0	0	0	0.558	0.523	0.634	0.182	0.928
g526	g2397	g526	g2397	0	0	0	0	0.319	0.48	0.46	0.089	0.802
g526	CP3g3562	g526	CP3g3562	0	0	0	0	0.275	0.216	0	0	0.407
g526	CP4g4523	g526	CP4g4523	0	0	0	0	0.44	0	0	0	0.44
g526	g4743	g526	g4743	0.051	0	0	0	0	0	0.455	0	0.46
g526	g7405	g526	g7405	0	0	0	0	0.273	0	0.247	0	0.429
g526	g7782	g526	g7782	0	0	0	0	0.269	0	0	0.329	0.479
g526	g5113	g526	g5113	0.05	0	0	0	0.245	0.846	0	0.2	0.898
g526	CP3g3325	g526	CP3g3325	0	0	0	0	0	0	0	0.612	0.588
g526	g7453	g526	g7453	0	0	0	0	0.367	0.851	0	0.13	0.91
g526	g2638	g526	g2638	0.056	0	0	0	0.274	0.524	0	0.439	0.786
g526	CP4g3957	g526	CP4g3957	0.063	0	0	0	0.45	0	0	0	0.462
g526	g6851	g526	g6851	0	0	0	0	0.383	0.524	0	0.129	0.72
g526	g5700	g526	g5700	0	0	0	0	0.449	0	0	0	0.449
g526	CP4g3947	g526	CP4g3947	0	0	0	0	0.563	0.754	0	0.319	0.919
CP14g9602	CP1g1152	CP14g9602	CP1g1152	0	0	0	0	0.099	0	0	0.384	0.408
CP14g9602	g5044	CP14g9602	g5044	0.081	0	0.236	0	0.129	0	0.449	0.266	0.7
CP14g9602	g1008	CP14g9602	g1008	0.061	0	0	0	0.101	0.219	0.594	0.233	0.754
CP14g9602	g8416	CP14g9602	g8416	0.051	0	0	0	0	0	0	0.473	0.46
CP14g9602	CP10g8516	CP14g9602	CP10g8516	0.075	0	0	0	0	0	0.441	0.127	0.507
CP14g9602	CP3g3555	CP14g9602	CP3g3555	0.061	0	0	0	0.096	0	0.356	0.134	0.46
CP14g9602	CP1g698	CP14g9602	CP1g698	0.063	0	0	0	0	0	0.449	0.247	0.572
CP14g9602	g3151	CP14g9602	g3151	0.062	0	0	0	0	0	0.449	0.142	0.515
CP14g9602	g1176	CP14g9602	g1176	0.054	0	0	0	0.076	0	0.449	0.141	0.528
CP14g9602	CP3g3472	CP14g9602	CP3g3472	0.076	0	0	0	0	0	0.448	0.074	0.485
CP14g9602	g6966	CP14g9602	g6966	0	0	0	0	0	0	0	0.483	0.464
CP14g9602	CP13g9299	CP14g9602	CP13g9299	0	0	0	0	0	0	0	0.522	0.502
CP14g9602	g2068	CP14g9602	g2068	0	0	0	0	0	0	0.419	0.089	0.446
g8123	g2358	g8123	g2358	0	0	0	0	0.266	0	0	0.245	0.415
g8123	CP2g1616	g8123	CP2g1616	0	0	0	0	0	0	0	0.425	0.409
g3017	CP3g3050	g3017	CP3g3050	0	0	0	0	0.276	0	0	0.412	0.544
g3017	CP11g7755	g3017	CP11g7755	0	0	0	0	0.272	0	0	0.446	0.566
g3017	g9305	g3017	g9305	0	0	0	0	0	0	0	0.445	0.428
g3017	g3934	g3017	g3934	0	0	0	0	0.277	0	0	0.245	0.424
g3017	g4041	g3017	g4041	0	0	0	0	0.273	0	0	0.287	0.451
g3017	CP2g2089	g3017	CP2g2089	0	0	0	0	0.276	0	0	0.238	0.418
g3017	CP6g5846	g3017	CP6g5846	0	0	0	0	0	0	0	0.68	0.653
g3017	CP15g9915	g3017	CP15g9915	0	0	0	0	0.275	0	0	0.245	0.422
g3017	g1908	g3017	g1908	0	0	0	0	0.273	0	0	0.253	0.427
g3017	CP11g8013	g3017	CP11g8013	0	0	0	0	0	0	0	0.444	0.427
g3017	g346	g3017	g346	0	0	0	0	0	0	0	0.446	0.429
g3017	g236	g3017	g236	0	0	0	0	0.267	0	0	0.288	0.448
g3017	CP1g1440	g3017	CP1g1440	0	0	0	0	0.271	0	0	0.448	0.567
g3017	CP1g1331	g3017	CP1g1331	0	0	0	0	0.274	0	0	0.445	0.567
g3017	g2074	g3017	g2074	0	0	0	0	0.272	0	0	0.426	0.552
g3017	CP1g1189	g3017	CP1g1189	0	0	0	0	0.268	0	0	0.389	0.522
g3017	CP14g9589	g3017	CP14g9589	0	0	0	0	0	0	0	0.434	0.417
g3017	g8571	g3017	g8571	0	0	0	0	0.298	0	0	0.419	0.563
g3017	CP1g1405	g3017	CP1g1405	0	0	0	0	0.276	0	0	0.3	0.463
g3017	g4041	g3017	g4041	0	0	0.114	0	0.273	0	0	0.287	0.491
g3017	g883	g3017	g883	0	0	0	0	0.279	0	0	0.245	0.426
g3017	CP1g269	g3017	CP1g269	0	0	0	0	0	0.171	0.34	0.1	0.463
g3017	g6470	g3017	g6470	0	0	0	0	0.274	0	0	0.292	0.456
g3017	g1265	g3017	g1265	0	0	0	0	0.272	0	0	0.447	0.567
g3017	CP1g217	g3017	CP1g217	0	0	0	0	0.276	0	0	0.236	0.417
g3017	CP13g9230	g3017	CP13g9230	0	0	0	0	0.278	0	0	0.389	0.529
g3017	g2772	g3017	g2772	0	0	0.238	0	0.27	0	0	0	0.413
g3017	CP13g9299	g3017	CP13g9299	0	0	0	0	0	0	0	0.468	0.45
g3017	CP3g3449	g3017	CP3g3449	0	0	0	0	0.277	0	0	0.245	0.424
g3017	CP3g3354	g3017	CP3g3354	0	0	0	0	0	0	0	0.433	0.416
g3017	CP3g2590	g3017	CP3g2590	0	0	0	0	0.273	0	0	0.267	0.437
g3017	CP2g2306	g3017	CP2g2306	0	0	0	0	0.274	0	0	0.245	0.422
g3017	CP4g4481	g3017	CP4g4481	0	0	0	0	0.272	0	0	0.345	0.493
g3017	CP4g4523	g3017	CP4g4523	0	0	0.319	0.678	0.272	0.841	0	0.34	0.901
g3017	CP4g4465	g3017	CP4g4465	0	0	0	0	0.273	0	0	0.313	0.47
g3017	CP12g8790	g3017	CP12g8790	0	0	0	0	0.273	0	0	0.244	0.42
g3017	g4742	g3017	g4742	0	0	0	0	0	0	0	0.535	0.514
g3017	CP10g8498	g3017	CP10g8498	0	0	0	0	0.241	0	0	0.289	0.429
g3017	g5700	g3017	g5700	0	0	0	0	0.273	0	0	0.445	0.566
CP6g5846	CP15g9890	CP6g5846	CP15g9890	0	0	0	0	0.312	0.25	0.859	0.113	0.926
CP6g5846	g10218	CP6g5846	g10218	0	0	0	0	0.715	0.992	0.581	0.701	0.999
CP6g5846	g9202	CP6g5846	g9202	0	0	0.259	0	0.8	0.992	0.945	0.573	0.999
CP6g5846	g9305	CP6g5846	g9305	0.097	0	0.262	0	0.626	0.992	0.662	0.697	0.999
CP6g5846	g5382	CP6g5846	g5382	0	0	0.223	0	0.325	0.992	0	0.201	0.996
CP6g5846	g9247	CP6g5846	g9247	0	0	0.2	0	0.716	0.992	0.943	0.371	0.999
CP6g5846	g9434	CP6g5846	g9434	0	0	0	0	0.888	0.992	0.987	0.393	0.999
CP6g5846	g9173	CP6g5846	g9173	0	0	0	0	0.3	0.992	0	0.541	0.997
CP6g5846	CP3g3507	CP6g5846	CP3g3507	0	0	0	0	0.388	0.421	0.46	0.34	0.854
CP6g5846	CP5g4666	CP6g5846	CP5g4666	0	0	0	0	0.277	0.78	0	0	0.834
CP6g5846	CP5g4826	CP6g5846	CP5g4826	0	0	0	0	0.69	0.992	0.985	0.389	0.999
CP6g5846	CP6g5812	CP6g5846	CP6g5812	0	0	0	0	0.453	0.461	0	0.441	0.815
CP6g5846	g3526	CP6g5846	g3526	0	0	0	0	0.286	0.483	0.965	0.295	0.989
CP6g5846	CP2g2089	CP6g5846	CP2g2089	0	0	0	0	0.266	0	0	0.292	0.45
CP6g5846	g8930	CP6g5846	g8930	0	0	0	0	0.278	0.483	0	0.153	0.654
CP6g5846	CP1g719	CP6g5846	CP1g719	0.053	0	0	0	0.278	0.483	0.463	0.126	0.803
CP6g5846	g8962	CP6g5846	g8962	0.112	0	0.241	0	0.294	0.992	0.966	0.812	0.999
CP6g5846	CP4g3673	CP6g5846	CP4g3673	0	0	0	0	0.283	0.207	0	0.108	0.446
CP6g5846	g9656	CP6g5846	g9656	0	0	0	0	0.292	0.992	0.958	0.795	0.999
CP6g5846	CP14g9589	CP6g5846	CP14g9589	0	0	0	0	0.803	0.992	0.987	0.474	0.999
CP6g5846	g1184	CP6g5846	g1184	0	0	0	0	0.361	0.992	0.945	0.2	0.999
CP6g5846	g351	CP6g5846	g351	0	0	0.265	0	0.643	0.992	0.945	0.407	0.999
CP6g5846	g3299	CP6g5846	g3299	0	0	0	0	0.794	0.992	0	0.693	0.999
CP6g5846	g3438	CP6g5846	g3438	0.123	0	0	0	0.718	0.992	0.987	0.689	0.999
CP6g5846	CP14g9583	CP6g5846	CP14g9583	0	0	0	0	0.182	0.517	0	0	0.588
CP6g5846	CP1g1189	CP6g5846	CP1g1189	0	0	0	0	0	0	0.94	0	0.94
CP6g5846	CP1g976	CP6g5846	CP1g976	0	0	0	0	0.288	0.483	0.464	0.295	0.839
CP6g5846	g3145	CP6g5846	g3145	0.136	0	0	0	0.581	0.992	0	0.476	0.998
CP6g5846	g8600	CP6g5846	g8600	0	0	0	0	0.496	0.483	0.959	0.244	0.99
CP6g5846	CP9g7576	CP6g5846	CP9g7576	0	0	0	0	0.228	0.236	0	0.389	0.599
CP6g5846	CP6g5494	CP6g5846	CP6g5494	0	0	0	0	0.258	0.877	0	0.224	0.922
CP6g5846	g488	CP6g5846	g488	0	0	0	0	0.623	0.992	0.943	0.513	0.999
CP6g5846	g869	CP6g5846	g869	0	0	0	0	0.719	0.992	0	0.786	0.999
CP6g5846	g152	CP6g5846	g152	0.084	0	0.188	0	0.388	0.921	0.663	0.136	0.986
CP6g5846	g217	CP6g5846	g217	0	0	0	0	0.28	0.992	0.96	0.41	0.999
CP6g5846	g5350	CP6g5846	g5350	0	0	0	0	0.866	0.992	0	0.472	0.999
CP6g5846	CP1g674	CP6g5846	CP1g674	0	0	0	0	0.735	0.992	0.988	0.796	0.999
CP6g5846	g3878	CP6g5846	g3878	0	0	0	0	0.075	0.233	0.452	0	0.577
CP6g5846	CP1g768	CP6g5846	CP1g768	0.062	0	0.295	0	0.734	0.992	0.978	0.415	0.999
CP6g5846	g6870	CP6g5846	g6870	0	0	0	0	0.715	0.992	0.987	0.504	0.999
CP6g5846	CP1g737	CP6g5846	CP1g737	0	0	0.265	0	0.279	0.992	0.962	0.584	0.999
CP6g5846	CP5g5152	CP6g5846	CP5g5152	0	0	0	0	0.39	0.992	0.614	0.529	0.998
CP6g5846	CP1g269	CP6g5846	CP1g269	0	0	0	0	0.274	0.275	0	0.199	0.537
CP6g5846	CP1g682	CP6g5846	CP1g682	0	0	0	0	0	0	0.968	0	0.968
CP6g5846	g774	CP6g5846	g774	0	0	0.27	0	0.735	0.992	0.945	0.503	0.999
CP6g5846	CP1g1319	CP6g5846	CP1g1319	0	0	0.26	0	0.622	0.525	0.663	0.301	0.961
CP6g5846	g4624	CP6g5846	g4624	0	0	0	0	0.866	0.992	0	0.553	0.999
CP6g5846	CP1g646	CP6g5846	CP1g646	0	0	0	0	0.274	0	0	0.245	0.422
CP6g5846	CP1g621	CP6g5846	CP1g621	0	0	0	0	0.192	0.524	0	0	0.598
CP6g5846	g2247	CP6g5846	g2247	0	0	0	0	0.269	0	0	0.337	0.485
CP6g5846	g7453	CP6g5846	g7453	0.13	0	0.247	0	0.598	0.992	0.945	0.601	0.999
CP6g5846	g3826	CP6g5846	g3826	0	0	0	0	0.095	0.571	0	0.149	0.638
CP6g5846	CP1g207	CP6g5846	CP1g207	0	0	0	0	0.268	0	0	0.388	0.522
CP6g5846	g6289	CP6g5846	g6289	0.049	0	0	0	0.592	0.992	0	0.457	0.998
CP6g5846	g4585	CP6g5846	g4585	0	0	0	0	0	0	0.942	0	0.942
CP6g5846	g1469	CP6g5846	g1469	0	0	0	0	0.779	0.992	0.987	0.692	0.999
CP6g5846	g7705	CP6g5846	g7705	0	0	0	0	0	0.171	0	0.318	0.4
CP6g5846	g1379	CP6g5846	g1379	0	0	0	0	0.274	0	0	0.389	0.526
CP6g5846	CP13g9299	CP6g5846	CP13g9299	0	0	0	0	0.27	0.231	0	0.46	0.659
CP6g5846	CP3g2920	CP6g5846	CP3g2920	0	0	0	0	0.694	0.992	0.943	0.489	0.999
CP6g5846	g7782	CP6g5846	g7782	0	0	0	0	0.275	0	0	0.395	0.531
CP6g5846	g5113	CP6g5846	g5113	0	0	0.275	0	0.801	0.992	0	0.796	0.999
CP6g5846	g6159	CP6g5846	g6159	0	0	0	0	0.39	0.42	0.931	0.138	0.976
CP6g5846	g9619	CP6g5846	g9619	0	0	0	0	0.799	0.992	0.984	0.258	0.999
CP6g5846	g2355	CP6g5846	g2355	0	0	0	0	0.722	0.992	0.945	0.742	0.999
CP6g5846	g2397	CP6g5846	g2397	0.061	0	0	0	0.463	0.483	0	0.2	0.761
CP6g5846	CP3g2768	CP6g5846	CP3g2768	0	0	0	0	0.125	0	0.938	0.327	0.959
CP6g5846	g5951	CP6g5846	g5951	0	0	0	0	0.274	0.107	0.357	0	0.546
CP6g5846	g2638	CP6g5846	g2638	0	0	0	0	0.863	0.992	0.984	0.872	0.999
CP6g5846	g4795	CP6g5846	g4795	0	0	0	0	0.267	0	0.942	0	0.955
CP6g5846	g2660	CP6g5846	g2660	0	0	0	0	0.088	0.429	0.458	0.137	0.722
CP6g5846	g6851	CP6g5846	g6851	0	0	0	0	0.723	0.992	0.66	0.767	0.999
CP6g5846	CP4g3947	CP6g5846	CP4g3947	0	0	0	0	0.759	0.992	0.943	0.696	0.999
CP13g9033	CP5g5150	CP13g9033	CP5g5150	0	0	0	0	0.444	0	0	0	0.444
CP13g9033	CP1g477	CP13g9033	CP1g477	0	0	0	0.142	0.443	0	0	0	0.443
g1981	g5301	g1981	g5301	0	0	0	0	0.271	0	0.397	0	0.541
g1981	g135	g1981	g135	0	0	0	0	0.444	0	0	0	0.444
g1981	CP4g3686	g1981	CP4g3686	0	0	0	0	0	0	0.455	0	0.455
g1981	g467	g1981	g467	0	0	0	0	0	0	0.448	0.098	0.479
g1981	g3232	g1981	g3232	0	0	0	0	0	0.201	0.397	0.138	0.546
g1981	g2609	g1981	g2609	0	0	0	0	0	0.201	0.397	0.138	0.546
g1981	g7672	g1981	g7672	0	0	0	0.321	0	0.262	0.456	0.219	0.634
g1981	CP1g1330	g1981	CP1g1330	0	0	0	0	0.277	0	0	0.434	0.561
g1981	g3299	g1981	g3299	0.053	0	0	0	0	0	0	0.443	0.433
g1981	g3058	g1981	g3058	0	0	0	0	0.439	0	0	0	0.439
g1981	g2233	g1981	g2233	0	0	0	0	0	0.237	0.456	0.197	0.634
g1981	CP1g646	g1981	CP1g646	0	0	0	0	0.274	0.171	0	0.095	0.406
g1981	CP1g207	g1981	CP1g207	0	0	0	0	0.273	0.217	0	0.085	0.432
g1981	g3832	g1981	g3832	0	0	0	0	0.448	0	0	0	0.448
CP10g8484	g9656	CP10g8484	g9656	0	0	0.323	0	0.187	0.291	0	0.131	0.607
CP10g8484	g10218	CP10g8484	g10218	0.047	0	0	0	0.189	0.291	0	0.185	0.489
CP10g8484	CP3g3507	CP10g8484	CP3g3507	0	0	0	0	0.266	0.221	0	0.243	0.524
CP10g8484	CP11g8074	CP10g8484	CP11g8074	0	0	0	0	0	0	0	0.436	0.419
CP10g8484	g60	CP10g8484	g60	0	0	0	0	0	0	0.438	0.096	0.468
CP10g8484	g9305	CP10g8484	g9305	0	0	0	0	0.185	0.291	0	0.315	0.562
CP10g8484	g5382	CP10g8484	g5382	0	0	0	0	0.265	0.228	0.456	0.439	0.797
CP10g8484	g9247	CP10g8484	g9247	0	0	0.351	0	0.243	0	0	0.15	0.534
CP10g8484	CP6g5812	CP10g8484	CP6g5812	0	0	0.227	0	0.107	0.221	0.382	0.29	0.714
CP10g8484	g8930	CP10g8484	g8930	0	0	0.276	0	0.124	0.246	0	0	0.473
CP10g8484	g8962	CP10g8484	g8962	0	0	0	0	0.188	0.32	0	0.398	0.629
CP10g8484	g2249	CP10g8484	g2249	0	0	0	0	0.168	0	0	0.334	0.411
CP10g8484	g716	CP10g8484	g716	0	0	0	0	0	0	0.442	0	0.442
CP10g8484	CP14g9589	CP10g8484	CP14g9589	0	0	0	0	0.196	0.291	0	0.446	0.646
CP10g8484	g1184	CP10g8484	g1184	0	0	0	0	0.236	0.291	0	0	0.435
CP10g8484	CP15g9863	CP10g8484	CP15g9863	0	0	0	0	0.116	0	0.442	0	0.485
CP10g8484	g8896	CP10g8484	g8896	0	0	0.342	0.5	0.483	0.228	0.337	0.137	0.769
CP10g8484	CP1g719	CP10g8484	CP1g719	0	0	0	0	0.272	0.478	0.466	0.106	0.793
CP10g8484	CP9g7576	CP10g8484	CP9g7576	0	0	0	0	0	0.2	0.371	0.429	0.678
CP10g8484	CP1g698	CP10g8484	CP1g698	0	0	0	0	0.244	0.5	0	0.1	0.629
CP10g8484	CP1g674	CP10g8484	CP1g674	0	0	0	0	0.245	0.283	0	0.099	0.468
CP10g8484	CP1g768	CP10g8484	CP1g768	0	0	0	0	0.238	0.32	0	0.39	0.648
CP10g8484	CP1g737	CP10g8484	CP1g737	0	0	0.237	0	0.261	0.291	0	0	0.56
CP10g8484	CP1g1319	CP10g8484	CP1g1319	0	0	0	0	0.381	0.32	0	0.131	0.6
CP10g8484	g1485	CP10g8484	g1485	0	0	0.351	0.381	0	0	0.451	0	0.56
CP10g8484	g6870	CP10g8484	g6870	0.043	0	0	0	0.381	0.291	0	0.134	0.585
CP10g8484	CP5g5152	CP10g8484	CP5g5152	0	0	0	0	0.235	0.291	0	0.08	0.456
CP10g8484	g774	CP10g8484	g774	0	0	0.232	0	0.198	0.291	0	0.117	0.556
CP10g8484	CP1g1102	CP10g8484	CP1g1102	0	0	0	0	0.099	0.213	0	0.441	0.556
CP10g8484	CP9g7576	CP10g8484	CP9g7576	0	0	0	0	0.266	0	0	0.329	0.477
CP10g8484	g3058	CP10g8484	g3058	0	0	0	0	0	0.171	0	0.327	0.408
CP10g8484	g3145	CP10g8484	g3145	0	0	0.215	0	0.187	0.291	0	0	0.503
CP10g8484	g2247	CP10g8484	g2247	0	0	0	0	0.45	0	0	0	0.45
CP10g8484	g8630	CP10g8484	g8630	0	0	0	0	0.448	0	0	0	0.448
CP10g8484	CP13g9299	CP10g8484	CP13g9299	0	0	0	0	0.241	0	0	0.472	0.568
CP10g8484	CP1g207	CP10g8484	CP1g207	0	0	0	0	0.107	0.291	0	0.407	0.581
CP10g8484	CP2g2306	CP10g8484	CP2g2306	0	0	0	0.149	0.124	0.24	0.427	0.143	0.622
CP10g8484	g4585	CP10g8484	g4585	0	0	0	0	0.17	0.29	0	0.326	0.56
CP10g8484	CP3g3386	CP10g8484	CP3g3386	0	0	0	0	0	0	0.466	0.146	0.522
CP10g8484	g7782	CP10g8484	g7782	0	0	0	0	0.236	0.291	0	0.24	0.547
CP10g8484	g7453	CP10g8484	g7453	0	0	0.265	0	0.188	0.291	0	0.148	0.583
CP10g8484	g9619	CP10g8484	g9619	0	0	0	0	0.119	0.829	0.859	0.386	0.984
CP10g8484	g1315	CP10g8484	g1315	0	0	0	0	0	0.849	0	0.179	0.869
CP10g8484	g2638	CP10g8484	g2638	0	0	0	0	0.202	0.291	0	0.129	0.461
CP10g8484	g3572	CP10g8484	g3572	0	0	0	0	0.444	0.228	0	0.11	0.583
CP10g8484	g2541	CP10g8484	g2541	0	0	0	0	0	0.171	0	0.342	0.42
CP10g8484	g6851	CP10g8484	g6851	0	0	0	0	0.202	0.291	0	0.142	0.469
CP2g2428	g3825	CP2g2428	g3825	0	0	0	0	0	0	0	0.465	0.447
CP2g2428	g3276	CP2g2428	g3276	0	0	0	0	0.442	0	0	0	0.442
CP2g2428	g3054	CP2g2428	g3054	0	0	0	0	0.443	0	0	0	0.443
CP2g2428	g2074	CP2g2428	g2074	0	0	0	0	0.443	0	0	0	0.443
CP2g2428	CP1g159	CP2g2428	CP1g159	0	0	0	0	0.273	0.237	0	0	0.421
CP2g2428	g3156	CP2g2428	g3156	0	0	0	0	0.448	0	0	0.1	0.48
CP2g2428	g7568	CP2g2428	g7568	0	0	0	0	0	0.127	0	0.389	0.43
CP2g2428	g2310	CP2g2428	g2310	0	0	0	0	0.45	0	0	0.141	0.505
CP2g2428	g9619	CP2g2428	g9619	0	0	0	0	0	0	0.659	0.094	0.677
CP2g2428	CP1g719	CP2g2428	CP1g719	0	0	0	0	0	0	0.463	0.129	0.51
CP2g2428	g9919	CP2g2428	g9919	0	0	0	0	0.474	0	0	0	0.474
CP15g9915	g9174	CP15g9915	g9174	0.044	0	0	0	0.272	0	0	0.573	0.66
CP15g9915	CP1g1440	CP15g9915	CP1g1440	0.054	0	0	0	0.274	0	0	0.291	0.462
CP15g9915	CP4g3673	CP15g9915	CP4g3673	0	0	0	0	0	0	0	0.434	0.417
CP15g9915	CP2g2474	CP15g9915	CP2g2474	0	0	0	0	0.098	0	0.412	0.327	0.605
CP15g9915	g346	CP15g9915	g346	0	0	0	0	0	0	0	0.436	0.419
CP15g9915	CP1g698	CP15g9915	CP1g698	0.075	0	0	0	0	0	0.449	0.147	0.524
CP15g9915	CP1g682	CP15g9915	CP1g682	0.054	0	0	0	0.279	0	0.306	0.128	0.53
CP15g9915	CP1g1104	CP15g9915	CP1g1104	0	0	0	0	0	0	0	0.434	0.417
CP15g9915	g3934	CP15g9915	g3934	0.048	0	0	0.142	0.103	0.171	0	0.511	0.553
CP15g9915	g1964	CP15g9915	g1964	0	0	0	0	0.268	0	0	0.33	0.479
CP15g9915	g3934	CP15g9915	g3934	0.048	0	0	0.113	0.323	0.171	0	0.5	0.665
CP15g9915	g3997	CP15g9915	g3997	0.051	0	0	0	0.306	0	0	0.362	0.533
CP15g9915	g3500	CP15g9915	g3500	0	0	0	0	0	0	0	0.679	0.652
CP15g9915	g1274	CP15g9915	g1274	0	0	0	0	0	0	0	0.506	0.486
CP15g9915	CP1g40	CP15g9915	CP1g40	0	0	0	0	0	0	0	0.498	0.479
CP15g9915	g2247	CP15g9915	g2247	0	0	0	0.149	0	0	0	0.681	0.585
CP15g9915	g3826	CP15g9915	g3826	0.048	0	0	0	0.277	0	0.274	0.29	0.591
CP15g9915	CP6g5494	CP15g9915	CP6g5494	0	0	0	0	0	0	0	0.444	0.427
CP15g9915	CP13g9230	CP15g9915	CP13g9230	0	0	0	0	0.282	0	0	0.379	0.524
CP15g9915	g10019	CP15g9915	g10019	0	0	0	0	0	0	0	0.518	0.498
CP15g9915	CP3g3472	CP15g9915	CP3g3472	0.054	0	0	0	0.139	0.187	0	0.718	0.767
CP15g9915	g2249	CP15g9915	g2249	0	0	0	0	0	0	0	0.534	0.513
CP15g9915	CP1g869	CP15g9915	CP1g869	0.044	0	0	0	0.272	0	0	0.573	0.66
CP15g9915	CP3g2590	CP15g9915	CP3g2590	0.055	0	0	0	0.274	0	0	0.431	0.563
CP15g9915	CP2g2306	CP15g9915	CP2g2306	0	0	0	0	0.273	0	0	0.216	0.4
CP15g9915	CP3g2768	CP15g9915	CP3g2768	0	0	0	0	0.273	0	0	0.291	0.454
CP15g9915	CP4g4465	CP15g9915	CP4g4465	0	0	0	0	0.273	0	0	0.231	0.411
CP15g9915	CP12g8790	CP15g9915	CP12g8790	0	0	0.263	0	0.276	0	0	0	0.436
CP15g9915	CP1g1330	CP15g9915	CP1g1330	0.05	0	0	0	0	0	0.276	0.467	0.588
CP15g9915	CP3g2773	CP15g9915	CP3g2773	0.043	0	0	0	0.284	0	0	0.692	0.75
g2414	CP4g3673	g2414	CP4g3673	0	0	0	0	0	0.118	0.37	0.116	0.464
g2414	CP15g9863	g2414	CP15g9863	0	0	0	0	0.443	0	0	0	0.443
g2414	g3403	g2414	g3403	0	0	0	0	0.444	0	0	0.098	0.475
g2414	g10000	g2414	g10000	0	0	0	0	0.075	0.171	0.453	0.095	0.568
g2414	CP3g3354	g2414	CP3g3354	0	0	0	0	0.447	0	0	0	0.447
g2414	g7568	g2414	g7568	0	0	0	0	0.45	0	0	0	0.45
g2414	g7782	g2414	g7782	0	0	0	0	0.096	0.204	0.425	0	0.55
g2414	CP4g4427	g2414	CP4g4427	0	0	0	0	0	0.172	0.432	0.103	0.539
g2414	CP3g2849	g2414	CP3g2849	0	0	0	0	0.447	0	0	0	0.447
g2414	g1001	g2414	g1001	0	0	0	0	0.266	0.176	0.325	0.244	0.646
g10020	g7672	g10020	g7672	0	0	0	0	0.271	0.171	0	0.213	0.478
g10020	CP1g477	g10020	CP1g477	0	0	0	0	0.441	0	0	0	0.441
