#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CP6g6143	CP14g9420	CP6g6143	CP14g9420	0	0	0	0	0	0	0.255	0.398	0.52
CP6g6143	g7053	CP6g6143	g7053	0.078	0	0	0	0.128	0	0	0.39	0.454
CP6g6143	g7054	CP6g6143	g7054	0.075	0	0	0	0	0	0.991	0.413	0.994
CP6g6143	g10285	CP6g6143	g10285	0	0	0	0	0	0	0.934	0.268	0.948
CP6g6143	g3934	CP6g6143	g3934	0.056	0	0	0	0.075	0	0.3	0.317	0.518
CP6g6143	CP1g869	CP6g6143	CP1g869	0.053	0	0	0	0	0	0.299	0.433	0.579
CP6g6143	CP12g8782	CP6g6143	CP12g8782	0.056	0	0	0	0.102	0	0	0.389	0.423
CP6g6143	CP11g7751	CP6g6143	CP11g7751	0.056	0	0	0	0.266	0	0.3	0.394	0.658
CP6g6143	CP14g9661	CP6g6143	CP14g9661	0	0	0	0	0.439	0	0	0.341	0.607
CP6g6143	g2477	CP6g6143	g2477	0.054	0	0	0	0.275	0	0	0.288	0.461
CP6g6143	CP14g9661	CP6g6143	CP14g9661	0	0	0	0	0.439	0	0	0.341	0.607
CP6g6143	CP1g1152	CP6g6143	CP1g1152	0	0	0	0	0.098	0	0	0.569	0.574
CP6g6143	g1008	CP6g6143	g1008	0	0	0	0	0.096	0	0.422	0.146	0.512
CP6g6143	g8416	CP6g6143	g8416	0.054	0	0	0	0	0	0	0.512	0.499
CP6g6143	CP1g1189	CP6g6143	CP1g1189	0.075	0	0	0	0.096	0.171	0.934	0.245	0.958
CP6g6143	g9174	CP6g6143	g9174	0.053	0	0	0	0	0	0.299	0.328	0.506
CP6g6143	g8788	CP6g6143	g8788	0.05	0	0	0	0.096	0	0.91	0.191	0.928
CP6g6143	CP15g9863	CP6g6143	CP15g9863	0.059	0	0	0	0.106	0	0.347	0.11	0.443
CP6g6143	CP15g9933	CP6g6143	CP15g9933	0	0	0	0	0	0	0	0.472	0.454
CP6g6143	CP10g8516	CP6g6143	CP10g8516	0.084	0	0	0	0	0	0	0.404	0.416
CP6g6143	CP1g698	CP6g6143	CP1g698	0.057	0	0	0	0.097	0	0.524	0.253	0.652
CP6g6143	CP1g682	CP6g6143	CP1g682	0.061	0	0	0	0	0	0.354	0.139	0.429
CP6g6143	CP1g1104	CP6g6143	CP1g1104	0	0	0	0	0	0	0	0.476	0.458
CP6g6143	g5566	CP6g6143	g5566	0.064	0	0	0	0.093	0	0.347	0.17	0.474
CP6g6143	g2374	CP6g6143	g2374	0.06	0	0	0	0.075	0	0	0.388	0.407
CP6g6143	g1379	CP6g6143	g1379	0.046	0	0	0	0.106	0.172	0.995	0.471	0.997
CP6g6143	g1534	CP6g6143	g1534	0.053	0	0	0	0.094	0	0	0.39	0.417
CP6g6143	g1382	CP6g6143	g1382	0	0	0	0	0.098	0.124	0	0.465	0.525
CP6g6143	g4585	CP6g6143	g4585	0.112	0	0	0	0.317	0	0	0.378	0.58
CP6g6143	g4689	CP6g6143	g4689	0.075	0	0	0	0.111	0	0	0.369	0.423
CP6g6143	g7705	CP6g6143	g7705	0	0	0	0	0.103	0	0.462	0.127	0.54
CP6g6143	g5155	CP6g6143	g5155	0.061	0	0	0	0.318	0	0.993	0.189	0.995
CP6g6143	CP1g646	CP6g6143	CP1g646	0.074	0	0	0	0.267	0.223	0.412	0.33	0.75
CP6g6143	g1540	CP6g6143	g1540	0	0	0	0	0	0	0.412	0	0.412
CP6g6143	CP1g869	CP6g6143	CP1g869	0.053	0	0	0	0.076	0	0.299	0.328	0.524
CP6g6143	CP2g2572	CP6g6143	CP2g2572	0.053	0	0	0	0.094	0	0	0.478	0.496
CP6g6143	g1844	CP6g6143	g1844	0.061	0	0	0	0.093	0	0.347	0.231	0.51
CP6g6143	CP3g2768	CP6g6143	CP3g2768	0	0	0	0	0.185	0	0.412	0	0.5
CP6g6143	g1315	CP6g6143	g1315	0.056	0	0	0	0.097	0	0.995	0.362	0.996
CP6g6143	g2541	CP6g6143	g2541	0.056	0	0	0	0.097	0	0.995	0.447	0.997
g1884	CP14g9378	g1884	CP14g9378	0	0	0	0	0.275	0	0.566	0.242	0.737
g1884	g1851	g1884	g1851	0.089	0	0	0	0.797	0.992	0	0.821	0.999
g1884	g1853	g1884	g1853	0	0	0	0	0.619	0.925	0	0.861	0.994
g1884	g1650	g1884	g1650	0	0	0	0	0.274	0.238	0	0	0.423
g1884	g5857	g1884	g5857	0	0	0	0	0.107	0.925	0	0.243	0.944
g1884	g5873	g1884	g5873	0	0	0	0	0.391	0.925	0.947	0.694	0.999
g1884	g5724	g1884	g5724	0	0	0	0	0.824	0.992	0	0.804	0.999
g1884	CP12g8717	g1884	CP12g8717	0	0	0	0	0.745	0.99	0	0.397	0.998
g1884	CP9g7527	g1884	CP9g7527	0	0	0.098	0	0.716	0.925	0.66	0.892	0.998
g1884	CP9g7674	g1884	CP9g7674	0	0	0	0	0.644	0.925	0	0.69	0.99
g1884	g8522	g1884	g8522	0	0	0	0	0.713	0.992	0.988	0.538	0.999
g1884	CP6g6106	g1884	CP6g6106	0	0	0	0	0.42	0.42	0.96	0.477	0.991
g1884	g8476	g1884	g8476	0.062	0	0	0	0.837	0.992	0	0.474	0.999
g1884	CP9g7638	g1884	CP9g7638	0	0	0	0	0.869	0.992	0	0.716	0.999
g1884	g8502	g1884	g8502	0	0	0	0	0.511	0.992	0.662	0.493	0.999
g1884	CP6g5897	g1884	CP6g5897	0	0	0	0	0.396	0.925	0.947	0.795	0.999
g1884	g8485	g1884	g8485	0	0	0	0	0.718	0.925	0.646	0.514	0.995
g1884	g526	g1884	g526	0	0	0	0	0.102	0.523	0	0.522	0.768
g1884	CP6g5846	g1884	CP6g5846	0	0	0	0	0.844	0.992	0.988	0.635	0.999
g1884	CP10g8598	g1884	CP10g8598	0	0	0	0	0.727	0.992	0	0.778	0.999
g1884	CP14g9621	g1884	CP14g9621	0	0	0	0	0.381	0.992	0.662	0.786	0.999
g1884	g10218	g1884	g10218	0	0	0	0	0.635	0.99	0.613	0.596	0.999
g1884	g9202	g1884	g9202	0	0	0	0	0.866	0.99	0	0.82	0.999
g1884	g9247	g1884	g9247	0	0	0	0	0.767	0.925	0	0.792	0.995
g1884	g9305	g1884	g9305	0	0	0	0	0.773	0.992	0.987	0.665	0.999
g1884	g5382	g1884	g5382	0.044	0	0	0	0.538	0.992	0	0.079	0.996
g1884	CP6g5682	g1884	CP6g5682	0	0	0	0	0.866	0.992	0	0.699	0.999
g1884	g9434	g1884	g9434	0	0	0	0	0.866	0.989	0.989	0.962	0.999
g1884	CP5g5052	g1884	CP5g5052	0	0	0	0	0.865	0.992	0.988	0.808	0.999
g1884	g9173	g1884	g9173	0	0	0	0	0.556	0.99	0	0.448	0.997
g1884	g6023	g1884	g6023	0	0	0	0	0.866	0.171	0.987	0.579	0.999
g1884	CP2g1936	g1884	CP2g1936	0	0	0	0	0	0	0	0.711	0.683
g1884	g2141	g1884	g2141	0	0	0	0	0.38	0	0	0.127	0.433
g1884	g6076	g1884	g6076	0	0	0	0	0.794	0.99	0	0.645	0.999
g1884	g2849	g1884	g2849	0	0	0	0	0.097	0.487	0	0.086	0.538
g1884	g8930	g1884	g8930	0	0	0	0	0.457	0.483	0	0.137	0.735
g1884	g9656	g1884	g9656	0	0	0	0	0.852	0.881	0.987	0.845	0.999
g1884	g8962	g1884	g8962	0	0	0	0	0.811	0.99	0.989	0.708	0.999
g1884	CP3g3507	g1884	CP3g3507	0	0	0	0	0.32	0.42	0.459	0.086	0.778
g1884	CP4g3673	g1884	CP4g3673	0	0	0	0	0.31	0.207	0	0.129	0.479
g1884	CP5g4666	g1884	CP5g4666	0	0	0	0	0.273	0.742	0	0.08	0.812
g1884	CP15g9890	g1884	CP15g9890	0	0	0	0	0.102	0.245	0.859	0	0.896
g1884	CP5g4826	g1884	CP5g4826	0	0	0	0	0.616	0.992	0.662	0.285	0.999
g1884	g60	g1884	g60	0	0	0	0	0	0.459	0	0.194	0.541
g1884	CP1g719	g1884	CP1g719	0	0	0	0	0.544	0.931	0.463	0.95	0.998
g1884	CP6g5812	g1884	CP6g5812	0	0	0	0	0.271	0.421	0	0.37	0.704
g1884	g351	g1884	g351	0	0	0	0	0.723	0.992	0.949	0.457	0.999
g1884	g3526	g1884	g3526	0.053	0	0	0	0.466	0.483	0.984	0.377	0.996
g1884	g488	g1884	g488	0.058	0	0	0	0.798	0.99	0.947	0.395	0.999
g1884	g8600	g1884	g8600	0	0	0.219	0	0.532	0.483	0.962	0.434	0.995
g1884	g152	g1884	g152	0	0	0	0	0.288	0.742	0.663	0.154	0.94
g1884	g217	g1884	g217	0.084	0	0	0	0.803	0.992	0.99	0.873	0.999
g1884	g5350	g1884	g5350	0	0	0	0	0.867	0.99	0	0.561	0.999
g1884	CP1g674	g1884	CP1g674	0	0	0	0	0.729	0.925	0.646	0.794	0.998
g1884	CP1g768	g1884	CP1g768	0.056	0	0	0	0.554	0.992	0	0.535	0.998
g1884	CP1g737	g1884	CP1g737	0	0	0	0	0.797	0.992	0.986	0.786	0.999
g1884	CP1g1319	g1884	CP1g1319	0.461	0	0	0	0.38	0.788	0.663	0.189	0.976
g1884	CP14g9589	g1884	CP14g9589	0	0	0	0	0.729	0.99	0.988	0.513	0.999
g1884	CP1g269	g1884	CP1g269	0	0	0	0	0.273	0.262	0	0.142	0.497
g1884	g1184	g1884	g1184	0	0	0	0	0.606	0.992	0	0.389	0.997
g1884	g3407	g1884	g3407	0	0	0	0	0.267	0	0.241	0.093	0.45
g1884	g3299	g1884	g3299	0.461	0	0.214	0	0.619	0.925	0	0.383	0.99
g1884	g3438	g1884	g3438	0	0	0	0	0.511	0.992	0.646	0.796	0.999
g1884	CP1g442	g1884	CP1g442	0	0	0	0	0.109	0.5	0	0.127	0.575
g1884	CP1g976	g1884	CP1g976	0.053	0	0	0	0.275	0.483	0.462	0.377	0.856
g1884	g3145	g1884	g3145	0.08	0	0.229	0	0.699	0.99	0	0.421	0.998
g1884	CP6g5494	g1884	CP6g5494	0	0	0	0	0.386	0.525	0	0.331	0.784
g1884	g869	g1884	g869	0	0	0	0	0.804	0.99	0	0.695	0.999
g1884	CP1g646	g1884	CP1g646	0	0	0	0	0.339	0	0	0.145	0.407
g1884	CP1g621	g1884	CP1g621	0	0	0	0	0	0.524	0	0	0.524
g1884	g3826	g1884	g3826	0	0	0	0	0	0.475	0	0.143	0.528
g1884	g6289	g1884	g6289	0	0	0	0	0.752	0.99	0	0.392	0.998
g1884	g3878	g1884	g3878	0	0	0	0	0	0	0.439	0.139	0.493
g1884	CP5g5152	g1884	CP5g5152	0	0	0	0	0.713	0.925	0.587	0.796	0.997
g1884	g774	g1884	g774	0	0	0	0	0.799	0.992	0	0.693	0.999
g1884	g4624	g1884	g4624	0	0	0	0	0.846	0.99	0	0.786	0.999
g1884	CP13g9299	g1884	CP13g9299	0	0	0	0	0.267	0.5	0	0.152	0.66
g1884	g7568	g1884	g7568	0	0	0	0	0	0	0	0.668	0.642
g1884	g5113	g1884	g5113	0	0	0	0	0.774	0.925	0.949	0.894	0.999
g1884	g1469	g1884	g1469	0.131	0	0	0	0.731	0.992	0.646	0.54	0.999
g1884	g6870	g1884	g6870	0	0	0	0	0.72	0.989	0.989	0.694	0.999
g1884	g7705	g1884	g7705	0	0	0	0	0	0.171	0.327	0	0.418
g1884	g7453	g1884	g7453	0	0	0	0	0.61	0.138	0	0.836	0.928
g1884	g2397	g1884	g2397	0	0	0.397	0	0.291	0.483	0	0.438	0.851
g1884	CP3g2920	g1884	CP3g2920	0	0	0.212	0	0.77	0.992	0	0.705	0.999
g1884	g6159	g1884	g6159	0	0	0	0	0.287	0.5	0	0	0.628
g1884	g9619	g1884	g9619	0	0	0	0	0.845	0.99	0.972	0.474	0.999
g1884	CP11g8116	g1884	CP11g8116	0	0	0	0	0	0.245	0.321	0.097	0.495
g1884	g2355	g1884	g2355	0	0	0	0	0.614	0.992	0.949	0.748	0.999
g1884	g5951	g1884	g5951	0	0	0	0	0.25	0	0.352	0	0.493
g1884	g2638	g1884	g2638	0	0	0	0	0.805	0.99	0.986	0.659	0.999
g1884	g2660	g1884	g2660	0	0	0	0	0.096	0.419	0.458	0.099	0.708
g1884	g6851	g1884	g6851	0	0	0	0	0.822	0.992	0.66	0.868	0.999
g1884	CP4g3947	g1884	CP4g3947	0	0	0	0	0.73	0.992	0	0.39	0.998
g1851	CP9g7527	g1851	CP9g7527	0	0	0	0	0.819	0.992	0.653	0.854	0.999
g1851	CP9g7674	g1851	CP9g7674	0	0	0	0	0.834	0.992	0.979	0.607	0.999
g1851	g8522	g1851	g8522	0	0	0	0	0.849	0.992	0.941	0.696	0.999
g1851	g8476	g1851	g8476	0	0	0	0	0.865	0.992	0.979	0.572	0.999
g1851	CP9g7638	g1851	CP9g7638	0	0	0	0	0.865	0.992	0.859	0.645	0.999
g1851	g8502	g1851	g8502	0	0	0	0	0.725	0.992	0.943	0.699	0.999
g1851	g8485	g1851	g8485	0	0	0	0	0.822	0.992	0.941	0.611	0.999
g1851	CP10g8598	g1851	CP10g8598	0	0	0.32	0	0.859	0.992	0.859	0.821	0.999
g1851	g8181	g1851	g8181	0	0	0	0	0.267	0.478	0	0.191	0.66
g1851	CP6g5682	g1851	CP6g5682	0	0	0	0	0.814	0.992	0.663	0.437	0.999
g1851	g4369	g1851	g4369	0.048	0	0	0	0	0	0.425	0	0.429
g1851	CP14g9621	g1851	CP14g9621	0	0	0	0	0.69	0.992	0.941	0.821	0.999
g1851	CP5g5052	g1851	CP5g5052	0	0	0	0	0.863	0.992	0.943	0.388	0.999
g1851	CP6g5812	g1851	CP6g5812	0	0	0	0	0.372	0.453	0	0.1	0.662
g1851	g6023	g1851	g6023	0	0	0	0	0.823	0.992	0.938	0.812	0.999
g1851	g2141	g1851	g2141	0	0	0	0	0.389	0.523	0	0.388	0.801
g1851	g6076	g1851	g6076	0	0	0	0	0.644	0.992	0.663	0.562	0.999
g1851	CP6g5912	g1851	CP6g5912	0	0	0	0	0.315	0.419	0	0	0.585
g1851	CP6g6106	g1851	CP6g6106	0	0	0	0	0.417	0.42	0.912	0.35	0.977
g1851	CP6g5897	g1851	CP6g5897	0	0	0	0	0.82	0.992	0.979	0.692	0.999
g1851	g526	g1851	g526	0	0	0	0	0.384	0.754	0	0.334	0.888
g1851	CP6g5846	g1851	CP6g5846	0	0	0	0	0.588	0.992	0.943	0.496	0.999
g1851	g10218	g1851	g10218	0	0	0	0	0.791	0.992	0.859	0.714	0.999
g1851	CP1g1077	g1851	CP1g1077	0	0	0	0	0.101	0	0	0.388	0.412
g1851	g9202	g1851	g9202	0	0	0	0	0.867	0.992	0.98	0.562	0.999
g1851	g9305	g1851	g9305	0	0	0.254	0	0.705	0.992	0.943	0.85	0.999
g1851	g5382	g1851	g5382	0	0	0	0	0.864	0.992	0.627	0.125	0.999
g1851	g9247	g1851	g9247	0	0	0	0	0.822	0.992	0.663	0.499	0.999
g1851	g9434	g1851	g9434	0	0	0	0	0.823	0.992	0.648	0.475	0.999
g1851	g9173	g1851	g9173	0.112	0	0.239	0	0.784	0.992	0.859	0.65	0.999
g1851	g9656	g1851	g9656	0	0	0	0	0.866	0.992	0.943	0.723	0.999
g1851	CP5g4666	g1851	CP5g4666	0	0	0	0	0.273	0.78	0	0.393	0.891
g1851	CP5g4826	g1851	CP5g4826	0	0	0	0	0.737	0.992	0.943	0.382	0.999
g1851	CP6g5494	g1851	CP6g5494	0	0	0	0	0.386	0	0	0.22	0.495
g1851	g869	g1851	g869	0	0	0	0	0.812	0.992	0.859	0.469	0.999
g1851	g1853	g1851	g1853	0	0	0	0	0.705	0.992	0.663	0.44	0.999
g1851	CP10g8482	g1851	CP10g8482	0	0	0	0	0	0	0.456	0	0.456
g1851	g5857	g1851	g5857	0	0	0	0	0.72	0.992	0.663	0.39	0.999
g1851	g5873	g1851	g5873	0	0	0	0	0.781	0.992	0.663	0.504	0.999
g1851	g5724	g1851	g5724	0	0	0	0	0.796	0.992	0.98	0.796	0.999
g1851	CP12g8717	g1851	CP12g8717	0	0	0	0	0.718	0.992	0.859	0.796	0.999
g1851	g351	g1851	g351	0	0	0	0	0.724	0.992	0.663	0.793	0.999
g1851	CP9g7576	g1851	CP9g7576	0	0	0	0	0.325	0.237	0	0.15	0.521
g1851	g488	g1851	g488	0.081	0	0	0	0.72	0.992	0.663	0.437	0.999
g1851	g152	g1851	g152	0	0	0	0	0.489	0	0	0.139	0.539
g1851	g217	g1851	g217	0	0	0.245	0	0.275	0.992	0	0.695	0.998
g1851	g5350	g1851	g5350	0	0	0	0	0.865	0.992	0.859	0.644	0.999
g1851	CP1g674	g1851	CP1g674	0	0	0.256	0	0.803	0.992	0	0.436	0.999
g1851	CP1g768	g1851	CP1g768	0.081	0	0	0	0.866	0.992	0.979	0.371	0.999
g1851	CP1g737	g1851	CP1g737	0	0	0.28	0	0.758	0.992	0	0.847	0.999
g1851	CP1g1319	g1851	CP1g1319	0	0	0.229	0	0.388	0	0	0.099	0.531
g1851	CP14g9589	g1851	CP14g9589	0	0	0	0	0.698	0.992	0.941	0.422	0.999
g1851	g1184	g1851	g1184	0.461	0	0	0	0.773	0.992	0.98	0.816	0.999
g1851	g8600	g1851	g8600	0.061	0	0.29	0	0.53	0.483	0.463	0.377	0.93
g1851	g3526	g1851	g3526	0	0	0	0	0.487	0.483	0.941	0.633	0.993
g1851	g8930	g1851	g8930	0	0	0	0	0.38	0.483	0.466	0.242	0.851
g1851	g6433	g1851	g6433	0	0	0	0	0	0	0	0.434	0.417
g1851	g3299	g1851	g3299	0	0	0	0	0.802	0.992	0.859	0.663	0.999
g1851	g3438	g1851	g3438	0	0	0	0	0.611	0.992	0.943	0.442	0.999
g1851	g8962	g1851	g8962	0.06	0	0	0	0.768	0.992	0	0.459	0.998
g1851	CP2g1763	g1851	CP2g1763	0	0	0	0	0.097	0	0	0.437	0.454
g1851	CP1g976	g1851	CP1g976	0	0	0	0	0.317	0.483	0	0.372	0.753
g1851	g3145	g1851	g3145	0.131	0	0.202	0	0.396	0.992	0.859	0.803	0.999
g1851	CP1g269	g1851	CP1g269	0.043	0	0	0	0.274	0.275	0	0	0.452
g1851	CP1g621	g1851	CP1g621	0.046	0	0	0	0.186	0.517	0	0	0.592
g1851	CP1g719	g1851	CP1g719	0	0	0	0	0.532	0.483	0.466	0.581	0.935
g1851	g6289	g1851	g6289	0.052	0	0.275	0	0.747	0.992	0.859	0.614	0.999
g1851	g3846	g1851	g3846	0	0	0	0	0.374	0	0	0.153	0.444
g1851	g6870	g1851	g6870	0	0	0	0	0.756	0.992	0.943	0.791	0.999
g1851	CP5g5152	g1851	CP5g5152	0	0	0	0	0.488	0.992	0.663	0.647	0.999
g1851	g774	g1851	g774	0	0	0	0	0.82	0.992	0.663	0.435	0.999
g1851	CP3g3203	g1851	CP3g3203	0	0	0	0	0	0.42	0	0	0.42
g1851	g4624	g1851	g4624	0	0	0	0	0.894	0.992	0.859	0.794	0.999
g1851	g1382	g1851	g1382	0	0	0	0	0.094	0	0.456	0.098	0.515
g1851	g1444	g1851	g1444	0	0	0	0	0	0	0.446	0	0.446
g1851	CP13g9071	g1851	CP13g9071	0	0	0	0	0	0	0	0.437	0.42
g1851	g4585	g1851	g4585	0	0	0	0	0.103	0	0	0.435	0.456
g1851	g1469	g1851	g1469	0.461	0	0	0	0.81	0.992	0.941	0.775	0.999
g1851	g7782	g1851	g7782	0	0	0.211	0	0.364	0	0	0	0.472
g1851	g5113	g1851	g5113	0	0	0	0	0.806	0.992	0.663	0.874	0.999
g1851	g7453	g1851	g7453	0	0	0	0	0.69	0.992	0.663	0.438	0.999
g1851	CP3g2920	g1851	CP3g2920	0	0	0.229	0	0.622	0.992	0.663	0.402	0.999
g1851	g6159	g1851	g6159	0	0	0	0	0.435	0.877	0.5	0.478	0.978
g1851	g9619	g1851	g9619	0	0	0	0	0.865	0.992	0	0.471	0.999
g1851	g2374	g1851	g2374	0	0	0	0	0	0	0.456	0	0.456
g1851	g2355	g1851	g2355	0	0	0	0	0.774	0.992	0.663	0.522	0.999
g1851	g2397	g1851	g2397	0	0	0	0	0.53	0.483	0.466	0.442	0.915
g1851	CP10g8482	g1851	CP10g8482	0	0	0	0	0.269	0	0.456	0	0.585
g1851	g2638	g1851	g2638	0	0	0	0	0.814	0.992	0	0.693	0.999
g1851	g9919	g1851	g9919	0	0	0	0	0	0	0.463	0	0.463
g1851	g4795	g1851	g4795	0	0	0	0	0	0	0.94	0	0.94
g1851	g6851	g1851	g6851	0	0	0.225	0	0.799	0.992	0.943	0.505	0.999
g1851	CP4g3947	g1851	CP4g3947	0	0	0	0	0.727	0.992	0.663	0.254	0.999
g1853	g5857	g1853	g5857	0.046	0	0	0	0.664	0.991	0.98	0.41	0.999
g1853	g5873	g1853	g5873	0.081	0	0	0	0.602	0.991	0.98	0.795	0.999
g1853	g5724	g1853	g5724	0.081	0	0	0	0.801	0.992	0.98	0.795	0.999
g1853	CP12g8717	g1853	CP12g8717	0.06	0	0	0	0.58	0.991	0.859	0.87	0.999
g1853	CP6g5897	g1853	CP6g5897	0	0	0	0	0.718	0.991	0.979	0.762	0.999
g1853	g8181	g1853	g8181	0	0	0	0	0.276	0.48	0.46	0.149	0.802
g1853	CP6g5682	g1853	CP6g5682	0.05	0	0	0	0.782	0.992	0.98	0.51	0.999
g1853	CP5g5052	g1853	CP5g5052	0.042	0	0	0	0.796	0.992	0.968	0.392	0.999
g1853	g6023	g1853	g6023	0.081	0	0	0	0.802	0.99	0.938	0.656	0.999
g1853	g2141	g1853	g2141	0	0	0	0	0.636	0.834	0.634	0.393	0.984
g1853	g6076	g1853	g6076	0.081	0	0	0	0.607	0.991	0.981	0.656	0.999
g1853	g2849	g1853	g2849	0	0	0	0	0.112	0.421	0	0.135	0.514
g1853	CP6g6106	g1853	CP6g6106	0.05	0	0	0	0.407	0.42	0.94	0.403	0.985
g1853	CP9g7527	g1853	CP9g7527	0.081	0	0	0	0.39	0.925	0.533	0.804	0.994
g1853	CP9g7674	g1853	CP9g7674	0	0	0	0	0.464	0.887	0.941	0.773	0.998
g1853	g8522	g1853	g8522	0	0	0	0	0.293	0.992	0.941	0.795	0.999
g1853	g8476	g1853	g8476	0.054	0	0	0	0.866	0.992	0.979	0.626	0.999
g1853	CP9g7638	g1853	CP9g7638	0	0	0	0	0.801	0.992	0.859	0.694	0.999
g1853	g8502	g1853	g8502	0.081	0	0	0	0.804	0.992	0.943	0.69	0.999
g1853	g8485	g1853	g8485	0.081	0	0	0	0.788	0.991	0.967	0.604	0.999
g1853	CP10g8598	g1853	CP10g8598	0.081	0	0	0	0.718	0.992	0.859	0.859	0.999
g1853	CP14g9621	g1853	CP14g9621	0	0	0	0	0.558	0.992	0.967	0.877	0.999
g1853	g7053	g1853	g7053	0	0	0	0	0.417	0	0	0.138	0.473
g1853	g9656	g1853	g9656	0.081	0	0	0	0.737	0.991	0.968	0.618	0.999
g1853	CP3g3507	g1853	CP3g3507	0	0	0	0	0.422	0	0	0.153	0.486
g1853	CP5g4666	g1853	CP5g4666	0	0	0	0	0.274	0.78	0	0.15	0.851
g1853	CP5g4826	g1853	CP5g4826	0.046	0	0	0	0.276	0.992	0.943	0.205	0.999
g1853	g526	g1853	g526	0.05	0	0	0	0.545	0.829	0.634	0.233	0.975
g1853	CP2g2237	g1853	CP2g2237	0	0	0	0	0.551	0	0	0.117	0.585
g1853	CP6g5846	g1853	CP6g5846	0	0	0	0	0.633	0.992	0.943	0.794	0.999
g1853	g10218	g1853	g10218	0.081	0	0	0	0.709	0.991	0.859	0.717	0.999
g1853	g9202	g1853	g9202	0.061	0	0	0	0.866	0.991	0.98	0.394	0.999
g1853	CP6g5812	g1853	CP6g5812	0	0	0	0	0.427	0.421	0	0.2	0.709
g1853	g3526	g1853	g3526	0.061	0	0	0	0.311	0.483	0.941	0.334	0.984
g1853	g8930	g1853	g8930	0.061	0	0	0	0.459	0.483	0.466	0.228	0.87
g1853	g9305	g1853	g9305	0	0	0	0	0.601	0.992	0.943	0.334	0.999
g1853	g8962	g1853	g8962	0	0	0	0	0.278	0.879	0.533	0.794	0.989
g1853	CP4g3673	g1853	CP4g3673	0	0	0	0	0.265	0.267	0	0.129	0.487
g1853	CP15g9890	g1853	CP15g9890	0	0	0	0	0.273	0.25	0	0	0.431
g1853	g5382	g1853	g5382	0.043	0	0	0	0.1	0.992	0	0.142	0.993
g1853	g8838	g1853	g8838	0	0	0	0	0.277	0	0	0.242	0.422
g1853	g9247	g1853	g9247	0.061	0	0	0	0.832	0.99	0.979	0.578	0.999
g1853	g9434	g1853	g9434	0.08	0	0	0	0.867	0.99	0.947	0.476	0.999
g1853	CP1g719	g1853	CP1g719	0	0	0	0	0.276	0.887	0.466	0.211	0.96
g1853	g351	g1853	g351	0.054	0	0	0	0.773	0.992	0.98	0.513	0.999
g1853	CP9g7576	g1853	CP9g7576	0	0	0	0	0.327	0.121	0	0.142	0.445
g1853	g488	g1853	g488	0	0	0	0	0.784	0.991	0.979	0.801	0.999
g1853	g9173	g1853	g9173	0	0	0	0	0.674	0.991	0.859	0.692	0.999
g1853	g217	g1853	g217	0	0	0	0	0.307	0.992	0	0.796	0.998
g1853	g5350	g1853	g5350	0	0	0	0	0.865	0.925	0.859	0.861	0.999
g1853	CP1g674	g1853	CP1g674	0.081	0	0	0	0.716	0.991	0	0.385	0.998
g1853	CP1g768	g1853	CP1g768	0	0	0	0	0.86	0.992	0.979	0.194	0.999
g1853	CP1g269	g1853	CP1g269	0	0	0	0	0.277	0.275	0	0.144	0.509
g1853	CP1g737	g1853	CP1g737	0.08	0	0	0	0.717	0.992	0	0.392	0.998
g1853	CP1g1319	g1853	CP1g1319	0	0	0	0	0.706	0.275	0	0.375	0.851
g1853	CP14g9589	g1853	CP14g9589	0.05	0	0	0	0.31	0.887	0.941	0.49	0.997
g1853	g1184	g1853	g1184	0	0	0	0	0.614	0.992	0.98	0.394	0.999
g1853	g3309	g1853	g3309	0	0	0	0	0.075	0.236	0.433	0.127	0.601
g1853	g3299	g1853	g3299	0	0	0	0	0.8	0.99	0.859	0.603	0.999
g1853	g3438	g1853	g3438	0	0	0	0	0.593	0.992	0.943	0.854	0.999
g1853	CP1g976	g1853	CP1g976	0.061	0	0	0	0.244	0.483	0.416	0.334	0.828
g1853	g3145	g1853	g3145	0	0	0	0	0.575	0.991	0.859	0.392	0.999
g1853	g869	g1853	g869	0	0	0	0.327	0.735	0.991	0.859	0.586	0.999
g1853	CP1g621	g1853	CP1g621	0	0	0	0	0.124	0.517	0	0	0.558
g1853	g8600	g1853	g8600	0	0	0	0	0.275	0.483	0.456	0.375	0.852
g1853	g6289	g1853	g6289	0	0	0	0	0.624	0.991	0.859	0.714	0.999
g1853	g6870	g1853	g6870	0.081	0	0	0	0.29	0.873	0.943	0.677	0.998
g1853	CP5g5152	g1853	CP5g5152	0.054	0	0	0	0.579	0.991	0.981	0.637	0.999
g1853	g774	g1853	g774	0.061	0	0	0	0.754	0.992	0.98	0.681	0.999
g1853	g1469	g1853	g1469	0	0	0	0	0.308	0.992	0.941	0.442	0.999
g1853	g4624	g1853	g4624	0	0	0	0	0.846	0.991	0.859	0.691	0.999
g1853	g7782	g1853	g7782	0	0	0	0	0.537	0	0	0	0.537
g1853	g5113	g1853	g5113	0.054	0	0	0	0.72	0.991	0.663	0.873	0.999
g1853	g2638	g1853	g2638	0.061	0	0	0	0.8	0.991	0.533	0.861	0.999
g1853	g9919	g1853	g9919	0	0	0	0	0	0.221	0.462	0	0.562
